"to","from","source_id_lab","target_id_lab","weight","weight_recs","weight_tfidf"
7,41,"UBERON:0001153 Caecum","ASCTB-TEMP:cdc2",1,1,0.00646251805627273
7,42,"UBERON:0001153 Caecum","ASCTB-TEMP:clc-mast-cell",1,1,0.000607587167683761
7,43,"UBERON:0001153 Caecum","ASCTB-TEMP:cldn10-cells",1,1,0.000497116773559441
7,44,"UBERON:0001153 Caecum","ASCTB-TEMP:clp",1,1,0.000773292758870242
7,45,"UBERON:0001153 Caecum","ASCTB-TEMP:colonocyte",1,1,0.0531914947708602
7,46,"UBERON:0001153 Caecum","ASCTB-TEMP:contractile-pericyte-pln-",1,1,0.00972139468294018
7,47,"UBERON:0001153 Caecum","ASCTB-TEMP:cx3cr1-cd8-tmem",1,1,0.000303727516246205
7,48,"UBERON:0001153 Caecum","ASCTB-TEMP:cycling-b-cell",1,1,0.00640728285921057
7,49,"UBERON:0001153 Caecum","ASCTB-TEMP:cycling-ec",1,1,0.00237511347367289
7,50,"UBERON:0001153 Caecum","ASCTB-TEMP:cycling-encc-glia",1,1,0.000441881576497281
7,51,"UBERON:0001153 Caecum","ASCTB-TEMP:cycling-neuroblast",1,1,0.00016570559118648
7,52,"UBERON:0001153 Caecum","ASCTB-TEMP:cycling-plasma-cell",1,1,0.0625814782714274
7,54,"UBERON:0001153 Caecum","ASCTB-TEMP:d-cells-sst-",1,1,0.000773292758870242
7,55,"UBERON:0001153 Caecum","ASCTB-TEMP:differentiating-glia",1,1,0.00011047039412432
7,56,"UBERON:0001153 Caecum","ASCTB-TEMP:distal-progenitor",1,1,0.00298270064135665
7,57,"UBERON:0001153 Caecum","ASCTB-TEMP:dz-gc-cell",1,1,0.000276175985310801
7,58,"UBERON:0001153 Caecum","ASCTB-TEMP:ec-cells-npw-",1,1,0.000662822364745921
7,59,"UBERON:0001153 Caecum","ASCTB-TEMP:ec-cells-tac1-",1,1,0.000441881576497281
7,60,"UBERON:0001153 Caecum","ASCTB-TEMP:eecs",1,1,0.0194427893658804
7,61,"UBERON:0001153 Caecum","ASCTB-TEMP:encc-glia-progenitor",1,1,0.000552351970621601
7,62,"UBERON:0001153 Caecum","ASCTB-TEMP:enterocyte",1,1,0.0582790016585837
7,63,"UBERON:0001153 Caecum","ASCTB-TEMP:fcrl4-memory-b",1,1,0.000386646379435121
7,64,"UBERON:0001153 Caecum","ASCTB-TEMP:fdc",1,1,0.000276175985310801
7,65,"UBERON:0001153 Caecum","ASCTB-TEMP:fetal-arterial-ec",1,1,0.00104946874418104
7,66,"UBERON:0001153 Caecum","ASCTB-TEMP:fetal-venous-ec",1,1,0.00204370229129992
7,67,"UBERON:0001153 Caecum","ASCTB-TEMP:gc-b-cell",1,1,0.00011047039412432
7,68,"UBERON:0001153 Caecum","ASCTB-TEMP:gdt",1,1,0.0000886585631492936
7,69,"UBERON:0001153 Caecum","ASCTB-TEMP:germ",1,1,0.000441881576497281
7,70,"UBERON:0001153 Caecum","ASCTB-TEMP:glia-1-dhh-",1,1,0.000441881576497281
7,71,"UBERON:0001153 Caecum","ASCTB-TEMP:glia-2-eln-",1,1,0.00314840623254313
7,72,"UBERON:0001153 Caecum","ASCTB-TEMP:glia-3-bcan-",1,1,0.00552351970621601
7,73,"UBERON:0001153 Caecum","ASCTB-TEMP:goblet-cell",1,1,0.0486069734147009
7,74,"UBERON:0001153 Caecum","ASCTB-TEMP:i-cells-cck-",1,1,0.000994233547118882
7,75,"UBERON:0001153 Caecum","ASCTB-TEMP:icc",1,1,0.00590828749694646
7,76,"UBERON:0001153 Caecum","ASCTB-TEMP:iga-plasma-cell",1,1,0.00740151640632945
7,77,"UBERON:0001153 Caecum","ASCTB-TEMP:igg-plasma-cell",1,1,0.00160182071480264
7,78,"UBERON:0001153 Caecum","ASCTB-TEMP:igm-plasma-cell",1,1,0.0000667355471009297
7,79,"UBERON:0001153 Caecum","ASCTB-TEMP:ilc2",1,1,0.000662822364745921
7,80,"UBERON:0001153 Caecum","ASCTB-TEMP:ilc3",1,1,0.000497116773559441
7,81,"UBERON:0001153 Caecum","ASCTB-TEMP:ilcp",1,1,0.000773292758870242
7,82,"UBERON:0001153 Caecum","ASCTB-TEMP:immature-b",1,1,0.00016570559118648
7,83,"UBERON:0001153 Caecum","ASCTB-TEMP:immature-pericyte",1,1,0.000497116773559441
7,84,"UBERON:0001153 Caecum","ASCTB-TEMP:k-cells-gip-",1,1,0.000441881576497281
7,85,"UBERON:0001153 Caecum","ASCTB-TEMP:l-cells-pyy-",1,1,0.00204370229129992
7,86,"UBERON:0001153 Caecum","ASCTB-TEMP:lec1-ackr4-",1,1,0.0134221528861049
7,87,"UBERON:0001153 Caecum","ASCTB-TEMP:lec2-madcam1-",1,1,0.00011047039412432
7,88,"UBERON:0001153 Caecum","ASCTB-TEMP:lec3-adgrg3-",1,1,0.000718057561808081
7,89,"UBERON:0001153 Caecum","ASCTB-TEMP:lec4-stab2-",1,1,0.00121517433536752
7,90,"UBERON:0001153 Caecum","ASCTB-TEMP:lec5-cldn11-",1,1,0.000331411182372961
7,91,"UBERON:0001153 Caecum","ASCTB-TEMP:lec6-adamts4-",1,1,0.00480546214440793
7,92,"UBERON:0001153 Caecum","ASCTB-TEMP:lti-like-ncr-ilc3",1,1,0.00121491006498482
7,93,"UBERON:0001153 Caecum","ASCTB-TEMP:lymphoid-dc",1,1,0.00154658551774048
7,94,"UBERON:0001153 Caecum","ASCTB-TEMP:lyve1-macrophage",1,1,0.00723581081514297
7,95,"UBERON:0001153 Caecum","ASCTB-TEMP:lz-gc-cell",1,1,0.0000552351970621601
7,96,"UBERON:0001153 Caecum","ASCTB-TEMP:m-x-cells-mln-ghrl-",1,1,0.000331411182372961
7,97,"UBERON:0001153 Caecum","ASCTB-TEMP:macrophages",1,1,0.00392169899141337
7,98,"UBERON:0001153 Caecum","ASCTB-TEMP:mait-cell",1,1,0.00121517433536752
7,99,"UBERON:0001153 Caecum","ASCTB-TEMP:mast-cell",1,1,0.00215417268542424
7,100,"UBERON:0001153 Caecum","ASCTB-TEMP:mature-arterial-ec",1,1,0.00486069734147009
7,101,"UBERON:0001153 Caecum","ASCTB-TEMP:mature-venous-ec",1,1,0.00519210852384305
7,102,"UBERON:0001153 Caecum","ASCTB-TEMP:megakaryocyte",1,1,0.000883763152994562
7,103,"UBERON:0001153 Caecum","ASCTB-TEMP:memory-b",1,1,0.00314840623254313
7,104,"UBERON:0001153 Caecum","ASCTB-TEMP:mesoderm-1-hand1-",1,1,0.0566160769887141
7,105,"UBERON:0001153 Caecum","ASCTB-TEMP:mesoderm-2-zeb2-",1,1,0.0000886585631492936
7,106,"UBERON:0001153 Caecum","ASCTB-TEMP:mesothelium",1,1,0.0000552351970621601
7,107,"UBERON:0001153 Caecum","ASCTB-TEMP:mesothelium-prg4-",1,1,0.000121491006498482
7,108,"UBERON:0001153 Caecum","ASCTB-TEMP:mesothelium-rgs5-",1,1,0.00386646379435121
7,109,"UBERON:0001153 Caecum","ASCTB-TEMP:microfold-cell",1,1,0.0212655508689316
7,110,"UBERON:0001153 Caecum","ASCTB-TEMP:mln-stroma-fmo2-",1,1,0.00209893748836208
7,111,"UBERON:0001153 Caecum","ASCTB-TEMP:mlto",1,1,0.00342458221785393
7,112,"UBERON:0001153 Caecum","ASCTB-TEMP:mmp9-inflammatory-macrophage",1,1,0.000938998350056722
7,113,"UBERON:0001153 Caecum","ASCTB-TEMP:monocytes",1,1,0.00331411182372961
7,114,"UBERON:0001153 Caecum","ASCTB-TEMP:mpo-mono-neutrophil",1,1,0.000938998350056722
7,115,"UBERON:0001153 Caecum","ASCTB-TEMP:myofibroblast",1,1,0.0331963534343582
7,116,"UBERON:0001153 Caecum","ASCTB-TEMP:myofibroblast-rspo2-",1,1,0.0301584175959394
7,117,"UBERON:0001153 Caecum","ASCTB-TEMP:n-cells-nts-",1,1,0.00016570559118648
7,118,"UBERON:0001153 Caecum","ASCTB-TEMP:naive-b",1,1,0.000994233547118882
7,119,"UBERON:0001153 Caecum","ASCTB-TEMP:neuroblast",1,1,0.000552351970621601
7,120,"UBERON:0001153 Caecum","ASCTB-TEMP:nk-cell",1,1,0.00447405096203497
7,121,"UBERON:0001153 Caecum","ASCTB-TEMP:nk-t-cell",1,1,0.00127040953242968
7,122,"UBERON:0001153 Caecum","ASCTB-TEMP:paneth",1,1,0.000611898250342988
7,123,"UBERON:0001153 Caecum","ASCTB-TEMP:pdc",1,1,0.000276175985310801
7,124,"UBERON:0001153 Caecum","ASCTB-TEMP:pericyte",1,1,0.00171229110892696
7,125,"UBERON:0001153 Caecum","ASCTB-TEMP:pre-b",1,1,0.00243034867073504
7,126,"UBERON:0001153 Caecum","ASCTB-TEMP:pro-b",1,1,0.000828527955932401
7,127,"UBERON:0001153 Caecum","ASCTB-TEMP:progenitor-neurog3-",1,1,0.00154658551774048
7,128,"UBERON:0001153 Caecum","ASCTB-TEMP:proximal-progenitor",1,1,0.00988710027412666
7,129,"UBERON:0001153 Caecum","ASCTB-TEMP:rbc",1,1,0.000552351970621601
7,130,"UBERON:0001153 Caecum","ASCTB-TEMP:sell-cd4-t",1,1,0.00425311017378633
7,131,"UBERON:0001153 Caecum","ASCTB-TEMP:sell-cd8-t",1,1,0.00397693418847553
7,132,"UBERON:0001153 Caecum","ASCTB-TEMP:smc-part1-capn3-",1,1,0.0115441561859915
7,133,"UBERON:0001153 Caecum","ASCTB-TEMP:smc-plpp2-",1,1,0.0915799567290615
7,134,"UBERON:0001153 Caecum","ASCTB-TEMP:stat1-naive-b",1,1,0.00154658551774048
7,135,"UBERON:0001153 Caecum","ASCTB-TEMP:stem-cells",1,1,0.0128145657184211
7,137,"UBERON:0001153 Caecum","ASCTB-TEMP:stromal-1-ccl11-",1,1,0.00695963482983217
7,138,"UBERON:0001153 Caecum","ASCTB-TEMP:stromal-2-ch25h-",1,1,0.000789691542240133
7,139,"UBERON:0001153 Caecum","ASCTB-TEMP:stromal-2-npy-",1,1,0.00215417268542424
7,140,"UBERON:0001153 Caecum","ASCTB-TEMP:stromal-3-c7-",1,1,0.00756722199751594
7,141,"UBERON:0001153 Caecum","ASCTB-TEMP:stromal-3-kcnn3-",1,1,0.00972139468294018
7,142,"UBERON:0001153 Caecum","ASCTB-TEMP:stromal-4-mmp1-",1,1,0.00115993913830536
7,143,"UBERON:0001153 Caecum","ASCTB-TEMP:t-reticular",1,1,0.00149135032067832
7,144,"UBERON:0001153 Caecum","ASCTB-TEMP:ta",1,1,0.026256952265083
7,145,"UBERON:0001153 Caecum","ASCTB-TEMP:tfh",1,1,0.0204922581100614
7,146,"UBERON:0001153 Caecum","ASCTB-TEMP:th1",1,1,0.000497116773559441
7,147,"UBERON:0001153 Caecum","ASCTB-TEMP:th17",1,1,0.000220940788248641
7,148,"UBERON:0001153 Caecum","ASCTB-TEMP:transitional-stromal-3-c3-",1,1,0.0157972663597778
7,149,"UBERON:0001153 Caecum","ASCTB-TEMP:trdv2-trgv9-gdt",1,1,0.000497116773559441
7,150,"UBERON:0001153 Caecum","ASCTB-TEMP:treg",1,1,0.00182276150305128
7,151,"UBERON:0001153 Caecum","ASCTB-TEMP:trgv2-gdt",1,1,0.0076224571945781
7,152,"UBERON:0001153 Caecum","ASCTB-TEMP:trgv4-gdt",1,1,0.00226464307954856
7,153,"UBERON:0001153 Caecum","ASCTB-TEMP:trgv5-7-gdt",1,1,0.00016570559118648
7,154,"UBERON:0001153 Caecum","ASCTB-TEMP:tuft",1,1,0.00331411182372961
7,155,"UBERON:0001153 Caecum","ASCTB-TEMP:venous-capillary",1,1,0.000182236509747723
8,23,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:-cells-ins-",1,2,0.0000818943766487826
8,24,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:activated-cd4-t",1,2,0.0000823735861210113
8,25,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:activated-cd8-t",1,2,0.00037116034701678
8,26,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:activated-t",1,2,0.0303723215714116
8,27,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:adult-glia",1,2,0.0157659159716735
8,28,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:angiogenic-pericyte",1,2,0.00229927226930489
8,29,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:arterial-capillary",1,2,0.010384797143363
8,30,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:best2-goblet-cell",1,2,0.00413973930127746
8,31,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:best4-epithelial",1,2,0.00767509457186975
8,32,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:branch-a1-imn-",1,2,0.00169297140073079
8,33,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:branch-a2-ipan-in-",1,2,0.00294804623004915
8,34,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:branch-a3-ipan-in-",1,2,0.00170558217631576
8,35,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:branch-a4-in-",1,2,0.00380386390434742
8,36,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:branch-b1-emn-",1,2,0.00630236120634363
8,37,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:branch-b2-emn-",1,2,0.00140562226825171
8,38,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:branch-b3-ipan-",1,2,0.000917282594499406
8,39,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:cd8-tmem",1,2,0.0012705608617367
8,40,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:cdc1",1,2,0.00083299217048948
8,41,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:cdc2",1,2,0.00507666948413825
8,42,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:clc-mast-cell",1,2,0.00083299217048948
8,43,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:cldn10-cells",1,2,0.000506373082838807
8,44,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:clp",1,2,0.000807291409847315
8,45,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:colonocyte",1,2,0.0623777133595255
8,46,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:contractile-pericyte-pln-",1,2,0.0095285002595925
8,47,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:cx3cr1-cd8-tmem",1,2,0.000271246701495126
8,48,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:cycling-b-cell",1,2,0.00544255852696051
8,49,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:cycling-ec",1,2,0.00268016813507326
8,50,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:cycling-encc-glia",1,2,0.000492324678837153
8,51,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:cycling-neuroblast",1,2,0.000204975546358071
8,52,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:cycling-plasma-cell",1,2,0.107997395810557
8,53,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:cycling-stromal",1,1,0.0000655775787037446
8,54,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:d-cells-sst-",1,2,0.000942983355141571
8,55,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:differentiating-glia",1,2,0.0000959427806504369
8,56,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:distal-progenitor",1,2,0.00214267165809075
8,57,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:dz-gc-cell",1,2,0.000531594634008743
8,58,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:ec-cells-npw-",1,2,0.000412826349549514
8,59,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:ec-cells-tac1-",1,2,0.000370201928072322
8,60,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:eecs",1,2,0.016505991947653
8,61,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:encc-glia-progenitor",1,2,0.000357591152487354
8,62,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:enterocyte",1,2,0.0598192654522522
8,63,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:fcrl4-memory-b",1,2,0.000329015135011816
8,64,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:fdc",1,2,0.000382333494185061
8,65,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:fetal-arterial-ec",1,2,0.00112177893138525
8,66,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:fetal-venous-ec",1,2,0.00170031087212124
8,67,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:gc-b-cell",1,2,0.000177357947826991
8,68,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:gdt",1,1,0.0000886585631492935
8,69,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:germ",1,2,0.00130647635060269
8,70,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:glia-1-dhh-",1,2,0.000261648371836917
8,71,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:glia-2-eln-",1,2,0.0029175533746847
8,72,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:glia-3-bcan-",1,2,0.00410511011152114
8,73,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:goblet-cell",1,2,0.0443587562218415
8,74,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:i-cells-cck-",1,2,0.000958469387559911
8,75,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:icc",1,2,0.00582695981988624
8,76,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:iga-plasma-cell",1,2,0.00439278712416543
8,77,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:igg-plasma-cell",1,2,0.00166933880728456
8,78,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:igm-plasma-cell",1,2,0.0000989453522542093
8,79,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:ilc2",1,2,0.000657071851079175
8,80,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:ilc3",1,2,0.000357111943015125
8,81,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:ilcp",1,2,0.000685168659082484
8,82,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:immature-b",1,2,0.000150698768240368
8,83,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:immature-pericyte",1,2,0.000370681137544551
8,84,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:k-cells-gip-",1,2,0.00127933796154384
8,85,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:l-cells-pyy-",1,2,0.00201240234629803
8,86,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:lec1-ackr4-",1,2,0.0102254978261737
8,87,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:lec2-madcam1-",1,2,0.000150219558768139
8,88,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:lec3-adgrg3-",1,2,0.000738966227727958
8,89,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:lec4-stab2-",1,2,0.00150315400662585
8,90,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:lec5-cldn11-",1,2,0.000409951092716141
8,91,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:lec6-adamts4-",1,2,0.00446524864067666
8,92,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:lti-like-ncr-ilc3",1,2,0.00214216400683258
8,93,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:lymphoid-dc",1,2,0.00253728804769557
8,94,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:lyve1-macrophage",1,2,0.00657598981498627
8,95,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:lz-gc-cell",1,2,0.000190447932884188
8,96,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:m-x-cells-mln-ghrl-",1,2,0.00026068995289246
8,97,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:macrophages",1,2,0.00338561492129637
8,98,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:mait-cell",1,2,0.00260225876350933
8,99,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:mast-cell",1,2,0.00251542096283124
8,100,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:mature-arterial-ec",1,2,0.00538843307814983
8,101,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:mature-venous-ec",1,2,0.0042786343835703
8,102,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:megakaryocyte",1,2,0.00120175647014512
8,103,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:memory-b",1,2,0.0030261069309201
8,104,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:mesoderm-1-hand1-",1,2,0.0788532881164675
8,105,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:mesoderm-2-zeb2-",1,1,0.0000886585631492935
8,106,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:mesothelium",1,2,0.0000954635711782082
8,107,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:mesothelium-prg4-",1,2,0.000165205578699762
8,108,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:mesothelium-rgs5-",1,2,0.00372436557505978
8,109,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:microfold-cell",1,2,0.0204704414682994
8,110,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:mln-stroma-fmo2-",1,2,0.00166008249800519
8,111,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:mlto",1,2,0.004168315318753
8,112,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:mmp9-inflammatory-macrophage",1,2,0.00121580487414677
8,113,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:monocytes",1,2,0.0026068995289246
8,114,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:mpo-mono-neutrophil",1,2,0.000673037092969745
8,115,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:myofibroblast",1,2,0.0258116598026591
8,116,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:myofibroblast-rspo2-",1,2,0.0190549827950914
8,117,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:n-cells-nts-",1,2,0.000177837157299219
8,118,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:naive-b",1,2,0.000822777442265655
8,119,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:neuroblast",1,2,0.000561129070428738
8,120,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:nk-cell",1,2,0.00530366344466767
8,121,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:nk-t-cell",1,2,0.00151720241062751
8,122,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:paneth",1,2,0.000689071611546785
8,123,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:pdc",1,2,0.000368764299655636
8,124,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:pericyte",1,2,0.00165672803169959
8,125,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:pre-b",1,2,0.00224643311960387
8,126,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:pro-b",1,2,0.000957031759143226
8,127,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:progenitor-neurog3-",1,2,0.00161458281969463
8,128,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:proximal-progenitor",1,2,0.00624619281188818
8,129,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:rbc",1,2,0.00113103524066462
8,130,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:sell-cd4-t",1,2,0.00262861528448191
8,131,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:sell-cd8-t",1,2,0.00432236855329897
8,132,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:smc-part1-capn3-",1,2,0.0114304322117662
8,133,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:smc-plpp2-",1,2,0.0595491416173683
8,134,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:stat1-naive-b",1,2,0.00206236623916568
8,135,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:stem-cells",1,2,0.0100845345766849
8,136,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:stromal-1-adamdec1-",1,1,0.0000395762304295706
8,137,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:stromal-1-ccl11-",1,2,0.0054473506216828
8,138,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:stromal-2-ch25h-",1,2,0.0010514519596662
8,139,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:stromal-2-npy-",1,2,0.00171483848559513
8,140,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:stromal-3-c7-",1,2,0.00672812621164333
8,141,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:stromal-3-kcnn3-",1,2,0.00925711636900399
8,142,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:stromal-4-mmp1-",1,2,0.000702092319917511
8,143,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:t-reticular",1,2,0.0010849050235748
8,144,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:ta",1,2,0.0249315099782658
8,145,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:tfh",1,2,0.0192560742225693
8,146,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:th1",1,2,0.000764187778897894
8,147,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:th17",1,2,0.000205454755830299
8,148,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:transitional-stromal-3-c3-",1,2,0.0132856034080709
8,149,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:trdv2-trgv9-gdt",1,2,0.000628495833603638
8,150,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:treg",1,2,0.00123704142023186
8,151,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:trgv2-gdt",1,2,0.00666075944846843
8,152,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:trgv4-gdt",1,2,0.00225856468571661
8,153,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:trgv5-7-gdt",1,2,0.000109991184652091
8,154,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:tuft",1,2,0.00390954220374946
8,155,"UBERON:0001156 Ascending Colon","ASCTB-TEMP:venous-capillary",1,2,0.000180655462402879
9,23,"UBERON:0001157 Transverse Colon","ASCTB-TEMP:-cells-ins-",1,2,0.00008079818832532
9,24,"UBERON:0001157 Transverse Colon","ASCTB-TEMP:activated-cd4-t",1,2,0.000186586922733146
9,25,"UBERON:0001157 Transverse Colon","ASCTB-TEMP:activated-cd8-t",1,2,0.000398164391548798
9,26,"UBERON:0001157 Transverse Colon","ASCTB-TEMP:activated-t",1,2,0.033497705512749
9,27,"UBERON:0001157 Transverse Colon","ASCTB-TEMP:adult-glia",1,2,0.0236390471990954
9,28,"UBERON:0001157 Transverse Colon","ASCTB-TEMP:angiogenic-pericyte",1,2,0.0024690110248542
9,29,"UBERON:0001157 Transverse Colon","ASCTB-TEMP:arterial-capillary",1,2,0.0134129546785068
9,30,"UBERON:0001157 Transverse Colon","ASCTB-TEMP:best2-goblet-cell",1,2,0.0136772022827364
9,31,"UBERON:0001157 Transverse Colon","ASCTB-TEMP:best4-epithelial",1,2,0.00884774492223123
9,32,"UBERON:0001157 Transverse Colon","ASCTB-TEMP:branch-a1-imn-",1,2,0.00273794316144048
9,33,"UBERON:0001157 Transverse Colon","ASCTB-TEMP:branch-a2-ipan-in-",1,2,0.00361138334506059
9,34,"UBERON:0001157 Transverse Colon","ASCTB-TEMP:branch-a3-ipan-in-",1,2,0.000749260965971485
9,35,"UBERON:0001157 Transverse Colon","ASCTB-TEMP:branch-a4-in-",1,2,0.0060899077077954
9,36,"UBERON:0001157 Transverse Colon","ASCTB-TEMP:branch-b1-emn-",1,2,0.00527778362023569
9,37,"UBERON:0001157 Transverse Colon","ASCTB-TEMP:branch-b2-emn-",1,2,0.000298202207218774
9,38,"UBERON:0001157 Transverse Colon","ASCTB-TEMP:branch-b3-ipan-",1,2,0.00108287789016077
