,as_label,uberon_id,sex,ref_organ
424,Spatial entity of female left lateral basal bronchus,FMA:7507,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
425,Spatial entity of female left lingula inferior bronchi,FMA:7431,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
426,Spatial entity of female left lingula superior bronchus,FMA:7430,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
427,Spatial entity of female left lungs,UBERON:0002168,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
428,Spatial entity of female lung lower lobe,UBERON:0002171,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
429,Spatial entity of female lung middle lobe,UBERON:0002174,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
430,Spatial entity of female lung upper lobe,UBERON:0002170,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
431,Spatial entity of female left medial basal bronchopulmonary segment,FMA:7377,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
432,Spatial entity of female left medial basal bronchus,FMA:7505,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
433,Spatial entity of female left posterior basal bronchopulmonary segment,FMA:7380,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
434,Spatial entity of female left posterior basal bronchus,FMA:7508,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
435,Spatial entity of female left posterior bronchopulmonary segment,FMA:7386,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
436,Spatial entity of female left posterior bronchus,FMA:7427,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
437,Spatial entity of female left superior bronchopulmonary segment,FMA:7376,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
438,Spatial entity of female left superior bronchus,FMA:7504,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
439,Spatial entity of female left superior lobar bronchus,UBERON:0012065,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
440,Spatial entity of female lingula inferior bronchopulmonary segment,FMA:7375,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
441,Spatial entity of female lingula superior bronchopulmonary segment,FMA:7374,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
442,Spatial entity of female lobar bronchi,UBERON:0003405,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
443,Spatial entity of female lobar bronchus,UBERON:0003404,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
444,Spatial entity of female lungs,UBERON:0002048,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
445,Spatial entity of female lungs,UBERON:0002167,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
446,Spatial entity of female right anterior basal bronchopulmonary segment,FMA:7364,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
447,Spatial entity of female right anterior basal bronchus,FMA:7418,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
448,Spatial entity of female right anterior bronchopulmonary segm,FMA:7359,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
449,Spatial entity of female right anterior bronchus,FMA:7400,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
450,Spatial entity of female right apical bronchopulmonary segment,FMA:7338,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
451,Spatial entity of female right apical bronchus,FMA:7398,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
452,Spatial entity of female right inferior lobar bronchus,FMA:7404,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
453,Spatial entity of female right lateral basal bronchopulmonary segment,FMA:7363,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
454,Spatial entity of female right lateral basal bronchus,FMA:7419,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
455,Spatial entity of female right lateral bronchopulmonary segmennt,FMA:7361,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
456,Spatial entity of female right lateral bronchus,FMA:7402,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
457,Spatial entity of female right medial basal bronchopulmonary segment,FMA:7365,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
458,Spatial entity of female right medial basal bronchus,FMA:7417,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
459,Spatial entity of female right medial bronchopulmonary segment,FMA:7360,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
460,Spatial entity of female right medial bronchus,FMA:7403,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
461,Spatial entity of female right middle lobar bronchus,FMA:7401,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
462,Spatial entity of female right posterior basal bronchopulmonary segment,FMA:7362,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
463,Spatial entity of female right posterior basal bronchus,FMA:7420,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
464,Spatial entity of female right posterior bronchopulmonary segment,FMA:7339,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
465,Spatial entity of female right posterior bronchus,FMA:7399,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
466,Spatial entity of female right superior bronchopulmonary segment,FMA:7366,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
467,Spatial entity of female right superior bronchus,FMA:7416,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
468,Spatial entity of female right superior lobar bronchus,FMA:7397,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
469,Spatial entity of female tertiary bronchi,UBERON:0002184,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.4#primary
470,Spatial entity of female bare area of liver,UBERON:0001149,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
471,Spatial entity of female capsule of the liver,UBERON:0016479,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
472,Spatial entity of female caudate lobe,UBERON:0001117,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
473,Spatial entity of female colic impression of liver,FMA:14484,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
474,Spatial entity of female coronary ligament of liver,UBERON:0013138,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
475,Spatial entity of female diaphragmatic surface of liver,FMA:15729,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
476,Spatial entity of female duodenal impression of liver,FMA:14485,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
477,Spatial entity of female esophageal impression of liver,FMA:14486,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
478,Spatial entity of female falciform ligament,UBERON:0001247,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
479,Spatial entity of female gastric impression of liver,FMA:14487,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
480,Spatial entity of female hepataduodenal ligament,UBERON:0012472,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
481,Spatial entity of female left lobe of liver,UBERON:0001115,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
482,Spatial entity of female ligamentum venosum,UBERON:0006587,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
483,Spatial entity of female liver left lateral lobe,UBERON:0006727,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
484,Spatial entity of female liver left medial lobe,UBERON:0006728,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
485,Spatial entity of female porta hepatis,FMA:15758,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
486,Spatial entity of female quadrate lobe,UBERON:0001116,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
487,Spatial entity of female renal impression of liver,FMA:14488,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
488,Spatial entity of female right lobe of liver,UBERON:0001114,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
489,Spatial entity of female round ligament of liver,UBERON:0006588,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
490,Spatial entity of female suprarenal impression of liver,FMA:14489,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
491,Spatial entity of female triangular ligament of liver,UBERON:0035444,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary
492,Spatial entity of female arytenoid cartilage,UBERON:0001740,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
493,Spatial entity of female arytenoid cartilage,FMA:55114,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
494,Spatial entity of female arytenoid cartilage,FMA:55113,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
495,Spatial entity of female corniculate cartilage,UBERON:0001741,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
496,Spatial entity of female corniculate cartilage,FMA:55116,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
497,Spatial entity of female corniculate cartilage,FMA:55115,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
498,Spatial entity of female cricoid cartilage,UBERON:0002375,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
499,Spatial entity of female epiglotic cartilage,UBERON:0001742,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
500,Spatial entity of female laryngeal cartilage,UBERON:0001739,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
501,Spatial entity of female thyroid cartilage,UBERON:0001738,Female,https://purl.humanatlas.io/ref-organ/larynx-female/v1.1#primary
502,Spatial entity of female ascending colon,UBERON:0001156,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
503,Spatial entity of female caecum,UBERON:0001153,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
504,Spatial entity of female descending colon,UBERON:0001158,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
505,Spatial entity of female hepatic flexure of colon,UBERON:0022277,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
506,Spatial entity of female ileocecal valve,UBERON:0000569,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
507,Spatial entity of female rectum,UBERON:0001052,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
508,Spatial entity of female sigmoid colon,UBERON:0001159,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
509,Spatial entity of female splenic flexure of colon,UBERON:0022276,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
510,Spatial entity of female transverse colon,UBERON:0001157,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
511,Spatial entity of female vermiform appendix,UBERON:0001154,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary
512,Spatial entity of female right articular cartilage of knee,FMA:33189,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
513,Spatial entity of female right distal most point of medial condyle,UBERON:7500033,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
514,Spatial entity of female right femur,FMA:24474,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
515,Spatial entity of female right fibula,FMA:24480,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
516,Spatial entity of female right intercondylar fossa,FMA:43749,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
517,Spatial entity of female right knee joint,FMA:35176,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
518,Spatial entity of female right lateral condyle of femur frontal,FMA:32860,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
519,Spatial entity of female right lateral condyle of femur inf,FMA:32860,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
520,Spatial entity of female right lateral condyle of femur sup,FMA:32860,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
521,Spatial entity of female medial condyle of right femur inf,FMA:32862,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
522,Spatial entity of female medial condyle of right femur sup,FMA:32862,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
523,Spatial entity of female right patella,FMA:24486,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
524,Spatial entity of female right tibia,FMA:24477,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
525,Spatial entity of female right trochlear groove,FMA:43746,Female,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary
526,Spatial entity of female left articular cartilage of knee,FMA:33190,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
527,Spatial entity of female left distal most point of medial condyle,UBERON:7500033,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
528,Spatial entity of female left femur,FMA:24475,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
529,Spatial entity of female left fibula,FMA:24481,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
530,Spatial entity of female left intercondylar fossa,FMA:43750,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
531,Spatial entity of female left knee joint,FMA:35177,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
532,Spatial entity of female left lateral condyle of femur frontal,FMA:32861,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
533,Spatial entity of female left lateral condyle of femur inf,FMA:32861,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
534,Spatial entity of female left lateral condyle of femur sup,FMA:32861,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
535,Spatial entity of female medial condyle of left femur inf,FMA:32863,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
536,Spatial entity of female medial condyle of left femur sup,FMA:32863,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
537,Spatial entity of female left patella,FMA:24487,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
538,Spatial entity of female left tibia,FMA:24478,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
539,Spatial entity of female left trochlear groove,FMA:43747,Female,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary
540,Spatial entity of female right cortex of kidney,UBERON:0001225,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
541,Spatial entity of female right hilum of kidney,UBERON:0008716,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
542,Spatial entity of female right kidney capsule,UBERON:0002015,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
543,Spatial entity of female right outer cortex of kidney,UBERON:0002189,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
544,Spatial entity of female right renal column,UBERON:0001284,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
545,Spatial entity of female right renal medulla,UBERON:0000362,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
546,Spatial entity of female right renal papilla,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
547,Spatial entity of female right renal papilla a,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
548,Spatial entity of female right renal papilla b,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
549,Spatial entity of female right renal papilla c,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
550,Spatial entity of male carina,UBERON:0006679,Male,https://purl.humanatlas.io/ref-organ/trachea-male/v1.1#primary
551,Spatial entity of male tracheal cartilage,UBERON:0003604,Male,https://purl.humanatlas.io/ref-organ/trachea-male/v1.1#primary
552,Spatial entity of male thymus lobe,UBERON:0005457,Male,https://purl.humanatlas.io/ref-organ/thymus-male/v1.3#primary
553,Spatial entity of male thymus lobe,UBERON:0005469,Male,https://purl.humanatlas.io/ref-organ/thymus-male/v1.3#primary
554,Spatial entity of male colic surface of spleen,FMA:15838,Male,https://purl.humanatlas.io/ref-organ/spleen-male/v1.3#primary
555,Spatial entity of male diaphragmatic surface of spleen,FMA:15828,Male,https://purl.humanatlas.io/ref-organ/spleen-male/v1.3#primary
556,Spatial entity of male gastric surface of spleen,FMA:15837,Male,https://purl.humanatlas.io/ref-organ/spleen-male/v1.3#primary
557,Spatial entity of male hilum of spleen,UBERON:0001248,Male,https://purl.humanatlas.io/ref-organ/spleen-male/v1.3#primary
558,Spatial entity of male renal surface of spleen,FMA:15839,Male,https://purl.humanatlas.io/ref-organ/spleen-male/v1.3#primary
559,Spatial entity of male,UBERON:0006469,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
560,Spatial entity of male,UBERON:0006489,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
561,Spatial entity of male,UBERON:0006488,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
562,Spatial entity of male,UBERON:0006490,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
563,Spatial entity of male,UBERON:0006491,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
564,Spatial entity of male,UBERON:0006492,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
565,Spatial entity of male,UBERON:0006493,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
566,Spatial entity of male,UBERON:0006470,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
567,Spatial entity of male eighth thoracic spinal cord segment,UBERON:0006456,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
568,Spatial entity of male eleventh thoracic spinal cord segment,UBERON:0006467,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
569,Spatial entity of male fifth lumbar spinal cord segment,UBERON:0006447,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
570,Spatial entity of male fifth sacral spinal cord segment,UBERON:0006464,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
571,Spatial entity of male fifth thoracic spinal cord segment,UBERON:0006453,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
572,Spatial entity of male first lumbar spinal cord segment,UBERON:0006448,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
573,Spatial entity of male first sacral spinal cord segment,UBERON:0006460,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
574,Spatial entity of male first thoracic spinal cord segment,UBERON:0006457,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
575,Spatial entity of male fourth lumbar spinal cord segment,UBERON:0006451,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
576,Spatial entity of male fourth sacral spinal cord segment,UBERON:0006463,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
577,Spatial entity of male fourth thoracic spinal cord segment,UBERON:0006452,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
578,Spatial entity of male ninth thoracic spinal cord segment,UBERON:0006465,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
579,Spatial entity of male second lumbar spinal cord segment,UBERON:0006450,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
580,Spatial entity of male second sacral spinal cord segment,UBERON:0006461,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
581,Spatial entity of male second thoracic spinal cord segment,UBERON:0006458,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
582,Spatial entity of male seventh thoracic spinal cord segment,UBERON:0006455,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
583,Spatial entity of male sixth thoracic spinal cord segment,UBERON:0006454,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
584,Spatial entity of male tenth thoracic spinal cord segment,UBERON:0006466,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
585,Spatial entity of male third lumbar spinal cord segment,UBERON:0006449,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
586,Spatial entity of male third sacral spinal cord segment,UBERON:0006462,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
587,Spatial entity of male third thoracic spinal cord segment,UBERON:0006459,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
588,Spatial entity of male twelfth thoracic spinal cord segment,UBERON:0006468,Male,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary
589,Spatial entity of male duodenal ampulla,UBERON:0013644,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
590,Spatial entity of male duodenum,UBERON:0002114,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
591,Spatial entity of male duodenum ascending,FMA:14930,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
592,Spatial entity of male duodenum descending,FMA:14928,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
593,Spatial entity of male duodenum horizonal,FMA:14929,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
594,Spatial entity of male duodenum superior,FMA:7206,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
595,Spatial entity of male ileum,UBERON:0002116,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
596,Spatial entity of male ileum terminal,FMA:14966,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
597,Spatial entity of male jejunum,UBERON:0002115,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
598,Spatial entity of male papilla of santorini,UBERON:0004914,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
599,Spatial entity of male sphincter of hepatopancreatic ampulla,FMA:15077,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary
600,Spatial entity of male anterior fibromuscular stroma,FMA:74238,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
601,Spatial entity of male apex of prostate,UBERON:0035441,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
602,Spatial entity of male base of prostate,UBERON:0035331,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
603,Spatial entity of male central zone of prostate,UBERON:8410027,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
604,Spatial entity of male ejaculatory duct,UBERON:0000999,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
605,Spatial entity of male male genital duct,UBERON:0010140,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
606,Spatial entity of male peripheral zone of prostate,UBERON:8410026,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
607,Spatial entity of male prostate duct,UBERON:0002485,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
608,Spatial entity of male prostate gland,UBERON:0002367,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
609,Spatial entity of male prostatic utricle,UBERON:0011199,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
610,Spatial entity of male seminal colliculus,FMA:19719,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary
611,Spatial entity of female right renal papilla d,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
612,Spatial entity of female right renal papilla e,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
613,Spatial entity of female right renal papilla f,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
614,Spatial entity of female right renal papilla g,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
615,Spatial entity of female right renal papilla h,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
616,Spatial entity of female right renal papilla i,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
617,Spatial entity of female right renal papilla j,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
618,Spatial entity of female right renal pyramid,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
619,Spatial entity of female right renal pyramid a,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
620,Spatial entity of female right renal pyramid b,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
621,Spatial entity of female right renal pyramid c,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
622,Spatial entity of female right renal pyramid d,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
623,Spatial entity of female right renal pyramid e,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
624,Spatial entity of female right renal pyramid f,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
625,Spatial entity of female right renal pyramid g,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
626,Spatial entity of female right renal pyramid h,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
627,Spatial entity of female right renal pyramid i,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
628,Spatial entity of female right renal pyramid j,UBERON:0004200,Female,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary
629,Spatial entity of female left cortex of kidney,UBERON:0001225,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
630,Spatial entity of female left hilum of kidney,UBERON:0008716,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
631,Spatial entity of female left kidney capsule,UBERON:0002015,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
632,Spatial entity of female left outer cortex of kidney,UBERON:0002189,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
633,Spatial entity of female left renal column,UBERON:0001284,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
634,Spatial entity of female left renal medulla,UBERON:0000362,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
635,Spatial entity of female left renal papilla,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
636,Spatial entity of female left renal papilla a,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
637,Spatial entity of female left renal papilla b,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
638,Spatial entity of female left renal papilla c,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
639,Spatial entity of female left renal papilla d,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
640,Spatial entity of female left renal papilla e,UBERON:0001228,Female,https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.3#primary
