tool,Organ_Level,Organ_ID,Annotation_Label,Annotation_Label_ID,CL_Label,CL_ID,CL_Match
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,EC arterial,CT:0000484,endothelial cell of artery,CL:1000413,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,EC general capillary,CT:0000485,capillary endothelial cell,CL:0002144,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,EC venous pulmonary,CT:0000486,endothelial cell of venule:pulmonary,CL:1000414,skos:narrowMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,EC venous systemic,CT:0000487,endothelial cell of venule,CL:1000414,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Goblet (bronchial),CT:0000488,tracheobronchial goblet cell,CL:0019003,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Goblet (nasal),CT:0000489,nasal mucosa goblet cell,CL:0002480,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Goblet (subsegmental),CT:0000490,bronchial goblet cell:subsegmental,CL:1000312,skos:narrowMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Hematopoietic stem cells,CT:0000491,hematopoietic stem cell,CL:0000037,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Hillock-like,CT:0000492,club cell:hillock-like,CL:0000158,skos:narrowMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Interstitial Mph perivascular,CT:0000493,lung interstitial macrophage:perivascular,CL:4033043,skos:narrowMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Ionocyte,CT:0000494,ionocyte,CL:0005006,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Lymphatic EC differentiating,CT:0000495,endothelial cell of lymphatic vessel:differentiating,CL:0002138,skos:narrowMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Lymphatic EC mature,CT:0000496,endothelial cell of lymphatic vessel:mature,CL:0002138,skos:narrowMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Lymphatic EC proliferating,CT:0000497,cycling endothelial cell of lymphatic vessel,CL:4033079,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Mast cells,CT:0000498,mast cell,CL:0000097,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Mesothelium,CT:0000499,mesothelial cell of pleura,CL:1000491,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Migratory DCs,CT:0000500,"dendritic cell, human:migratory",CL:0001056,skos:narrowMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Monocyte-derived Mph,CT:0000501,lung macrophage:monocyte derived,CL:1001603,skos:narrowMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Multiciliated (nasal),CT:0000502,multiciliated epithelial cell:nasal,CL:0005012,skos:narrowMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Multiciliated (non-nasal),CT:0000503,multiciliated epithelial cell:non-nasal,CL:0005012,skos:narrowMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Myofibroblasts,CT:0000504,myofibroblast cell,CL:0000186,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,NK cells,CT:0000505,natural killer cell,CL:0000623,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Neuroendocrine,CT:0000506,neuroendocrine cell,CL:0000165,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Non-classical monocytes,CT:0000507,non-classical monocyte,CL:0000875,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Peribronchial fibroblasts,CT:0000508,pulmonary interstitial fibroblast,CL:0002241,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Pericytes,CT:0000509,pericyte,CL:0000669,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Plasma cells,CT:0000510,plasma cell,CL:0000786,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Plasmacytoid DCs,CT:0000511,plasmacytoid dendritic cell,CL:0000784,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,SM activated stress response,CT:0000512,serous secreting cell:activated,CL:0000313,skos:narrowMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,SMG duct,CT:0000513,airway submucosal gland collecting duct epithelial cell,CL:4033023,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,SMG mucous,CT:0000514,mucus secreting cell of bronchus submucosal gland,CL:4033022,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,SMG serous (bronchial),CT:0000515,serous secreting cell of bronchus submucosal gland,CL:4033005,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,SMG serous (nasal),CT:0000516,serous secreting cell:nasal,CL:0000313,skos:narrowMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Smooth muscle,CT:0000517,smooth muscle cell,CL:0000192,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Smooth muscle FAM83D+,CT:0000518,smooth muscle cell:FAM83D+,CL:0000192,skos:narrowMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Subpleural fibroblasts,CT:0000519,mesothelial fibroblast,CL:4023054,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Suprabasal,CT:0000520,respiratory basal cell,CL:0002633,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,T cells proliferating,CT:0000521,cycling T cell,CL:4033069,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,Tuft,CT:0000522,brush cell of tracheobronchial tree,CL:0002075,skos:exactMatch
celltypist,Human_Lung_Atlas_pkl,UBERON:0002048,pre-TB secretory,CT:0000523,tracheobronchial serous cell:precursor,CL:0019001,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,AVN_P_cell,CT:0000524,nodal myocyte,CL:0002072,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,AVN_bundle_cell,CT:0000525,atrioventricular bundle cell,CL:0010005,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,Adip1,CT:0000526,adipocyte:1,CL:0000136,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,Adip2,CT:0000527,adipocyte:2,CL:0000136,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,Adip3,CT:0000528,adipocyte:3,CL:0000136,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,Adip4,CT:0000529,adipocyte:4,CL:0000136,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,B,CT:0000530,B cell,CL:0000236,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,B_plasma,CT:0000531,plasma cell,CL:0000786,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,CD14+Mo,CT:0000532,"CD14-positive, CD16-negative classical monocyte",CL:0002057,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,CD16+Mo,CT:0000533,"CD14-low, CD16-positive monocyte",CL:0002396,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,CD4+T_Tfh,CT:0000534,CD4-positive helper T cell,CL:0000492,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,CD4+T_Th1,CT:0000535,T-helper 1 cell,CL:0000545,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,CD4+T_Th17,CT:0000536,T-helper 17 cell,CL:0000899,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,CD4+T_Th2,CT:0000537,T-helper 2 cell,CL:0000546,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,CD4+T_act,CT:0000538,"activated CD4-positive, alpha-beta T cell, human",CL:0001043,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,CD4+T_naive,CT:0000539,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,CD4+T_reg,CT:0000540,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000792,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,CD8+T_cytox,CT:0000541,"CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,CD8+T_em,CT:0000542,"effector memory CD8-positive, alpha-beta T cell",CL:0000913,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,CD8+T_te,CT:0000543,"effector CD8-positive, alpha-beta T cell",CL:0001050,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,CD8+T_trans,CT:0000544,"CD8-positive, alpha-beta T cell:transitional",CL:0000625,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,DC,CT:0000545,dendritic cell,CL:0000451,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,EC10_CMC-like,CT:0000546,endothelial cell:cardiomyocyte-like,CL:0000115,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,EC1_cap,CT:0000547,capillary endothelial cell:1,CL:0002144,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,EC2_cap,CT:0000548,capillary endothelial cell:2,CL:0002144,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,EC3_cap,CT:0000549,capillary endothelial cell:3,CL:0002144,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,EC4_immune,CT:0000550,endothelial cell:capillary-like,CL:0000115,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,EC5_art,CT:0000551,endothelial cell of artery,CL:1000413,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,EC6_ven,CT:0000552,vein endothelial cell,CL:0002543,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,EC7_endocardial,CT:0000553,endocardial cell,CL:0002350,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,EC8_ln,CT:0000554,endothelial cell of lymphatic vessel,CL:0002138,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,EC9_FB-like,CT:0000555,endothelial cell:fibroblast-like,CL:0000115,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,FB1,CT:0000556,fibroblast:1,CL:0000057,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,FB2,CT:0000557,fibroblast:2,CL:0000057,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,FB3,CT:0000558,fibroblast:3,CL:0000057,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,FB4_activated,CT:0000559,fibroblast:4 activated,CL:0000057,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,FB5,CT:0000560,fibroblast:5,CL:0000057,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,FB6,CT:0000561,fibroblast:6,CL:0000057,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,ILC,CT:0000562,innate lymphoid cell,CL:0001065,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,LYVE1+IGF1+MP,CT:0000563,macrophage:LYVE1+IGF1+,CL:0000235,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,LYVE1+MP_cycling,CT:0000564,cycling macrophage:LYVE1+,CL:4033076,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,LYVE1+TIMD4+MP,CT:0000565,macrophage:LYVE1+TIMD4+,CL:0000235,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,MAIT-like,CT:0000566,mature alpha-beta T cell:Mucosal-associated invariant T-like cell,CL:0000791,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,Mast,CT:0000567,mast cell,CL:0000097,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,Meso,CT:0000568,mesothelial cell,CL:0000077,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,MoMP,CT:0000569,macrophage:monocyte-derived,CL:0000235,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,NC1_glial,CT:0000570,cardiac glial cell:1,CL:0010020,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,NC2_glial_NGF+,CT:0000571,cardiac glial cell:2 NGF+,CL:0010020,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,NC3_glial,CT:0000572,cardiac glial cell:3,CL:0010020,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,NC4_glial,CT:0000573,cardiac glial cell:4,CL:0010020,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,NC5_glial,CT:0000574,cardiac glial cell:5,CL:0010020,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,NC6_schwann,CT:0000575,cardiac glial cell:Schwann cell like,CL:0010020,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,NK_CD16hi,CT:0000576,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,NK_CD56hi,CT:0000577,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,Neut,CT:0000578,neutrophil,CL:0000775,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,PC1_vent,CT:0000579,pericyte:cardiac ventricle,CL:0000669,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,PC2_atria,CT:0000580,pericyte:cardiac atrium,CL:0000669,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,PC3_str,CT:0000581,pericyte:stromal,CL:0000669,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,PC4_CMC-like,CT:0000582,pericyte:cardiomyocyte-like,CL:0000669,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,Purkinje_cell,CT:0000583,Purkinje myocyte,CL:0002068,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,SAN_P_cell,CT:0000584,cardiac pacemaker cell of sinoatrial node,CL:1000477,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,SMC1_basic,CT:0000585,vascular associated smooth muscle cell,CL:0000359,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,SMC2_art,CT:0000586,vascular associated smooth muscle cell:arterial,CL:0000359,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,T/NK_cycling,CT:0000587,mature NK T cell:cycling,CL:0000814,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,aCM1,CT:0000588,regular atrial cardiac myocyte:1,CL:0002129,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,aCM2,CT:0000589,regular atrial cardiac myocyte:2,CL:0002129,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,aCM3,CT:0000590,regular atrial cardiac myocyte:3,CL:0002129,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,aCM4,CT:0000591,regular atrial cardiac myocyte:4,CL:0002129,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,aCM5,CT:0000592,regular atrial cardiac myocyte:5,CL:0002129,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,gdT,CT:0000593,gamma-delta T cell,CL:0000798,skos:exactMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,vCM1,CT:0000594,regular ventricular cardiac myocyte:1,CL:0002131,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,vCM2,CT:0000595,regular ventricular cardiac myocyte:2,CL:0002131,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,vCM3_stressed,CT:0000596,regular ventricular cardiac myocyte:3,CL:0002131,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,vCM4,CT:0000597,regular ventricular cardiac myocyte:4,CL:0002131,skos:narrowMatch
celltypist,Healthy_Adult_Heart_pkl,UBERON:0000948,vCM5,CT:0000598,regular ventricular cardiac myocyte:5,CL:0002131,skos:narrowMatch
celltypist,Human_AdultAged_Hippocampus_pkl,UBERON:0002421,Astrocytes,CT:0000599,hippocampal astrocyte,CL:0002604,skos:exactMatch
celltypist,Human_AdultAged_Hippocampus_pkl,UBERON:0002421,CA1_neurons,CT:0000600,hippocampal pyramidal neuron:CA1,CL:1001571,skos:narrowMatch
celltypist,Human_AdultAged_Hippocampus_pkl,UBERON:0002421,CA2-4_neurons,CT:0000601,hippocampal pyramidal neuron:CA2-4,CL:1001571,skos:narrowMatch
celltypist,Human_AdultAged_Hippocampus_pkl,UBERON:0002421,CA_neurons,CT:0000602,hippocampal pyramidal neuron,CL:1001571,skos:exactMatch
celltypist,Human_AdultAged_Hippocampus_pkl,UBERON:0002421,Cajal-Retzius,CT:0000603,Cajal-Retzius cell,CL:0000695,skos:exactMatch
celltypist,Human_AdultAged_Hippocampus_pkl,UBERON:0002421,ChoroidPlexus,CT:0000604,choroid plexus epithelial cell,CL:0000706,skos:exactMatch
celltypist,Human_AdultAged_Hippocampus_pkl,UBERON:0002421,Endothelial,CT:0000605,endothelial cell,CL:0000115,skos:exactMatch
celltypist,Human_AdultAged_Hippocampus_pkl,UBERON:0002421,Ependymal,CT:0000606,ependymal cell,CL:0000065,skos:exactMatch
celltypist,Human_AdultAged_Hippocampus_pkl,UBERON:0002421,GABA_neurons,CT:0000607,GABAergic neuron,CL:0000617,skos:exactMatch
celltypist,Human_AdultAged_Hippocampus_pkl,UBERON:0002421,Microglia,CT:0000608,microglial cell,CL:0000129,skos:exactMatch
celltypist,Human_AdultAged_Hippocampus_pkl,UBERON:0002421,OPCs,CT:0000609,oligodendrocyte precursor cell,CL:0002453,skos:exactMatch
celltypist,Human_AdultAged_Hippocampus_pkl,UBERON:0002421,Subcul_EntorCtx_neurons,CT:0000610,hippocampal interneuron:subcultured entorhinal cortex neuron,CL:1001569,skos:narrowMatch
celltypist,Human_AdultAged_Hippocampus_pkl,UBERON:0002421,imGC,CT:0000611,dentate gyrus granule cell:immature,CL:2000089,skos:narrowMatch
celltypist,Human_AdultAged_Hippocampus_pkl,UBERON:0002421,mGC,CT:0000612,dentate gyrus granule cell:mature,CL:2000089,skos:narrowMatch
celltypist,Human_AdultAged_Hippocampus_pkl,UBERON:0002421,mOli,CT:0000613,oligodendrocyte,CL:0000128,skos:exactMatch
celltypist,Islet_of_Langerhans,UBERON:0000006,PP,,PP cell,CL:0000696,skos:exactMatch
celltypist,Islet_of_Langerhans,UBERON:0000006,alpha_MHC II,,pancreatic A cell:MHC II,CL:0000171,skos:narrowMatch
celltypist,Islet_of_Langerhans,UBERON:0000006,alpha_immature,,pancreatic A cell:immature,CL:0000171,skos:narrowMatch
celltypist,Islet_of_Langerhans,UBERON:0000006,alpha_mature,,pancreatic A cell,CL:0000171,skos:exactMatch
celltypist,Islet_of_Langerhans,UBERON:0000006,alpha_stress II,,pancreatic A cell:stress II,CL:0000171,skos:narrowMatch
celltypist,Islet_of_Langerhans,UBERON:0000006,beta_MHC/autoantigen,,type B pancreatic cell:MHCII presenting,CL:0000169,skos:narrowMatch
celltypist,Islet_of_Langerhans,UBERON:0000006,beta_immature,,type B pancreatic cell:immature,CL:0000169,skos:narrowMatch
celltypist,Islet_of_Langerhans,UBERON:0000006,beta_mature,,type B pancreatic cell,CL:0000169,skos:exactMatch
celltypist,Islet_of_Langerhans,UBERON:0000006,beta_mtDNA deficient,,type B pancreatic cell:mitochondrial DNA deficient,CL:0000169,skos:narrowMatch
celltypist,Islet_of_Langerhans,UBERON:0000006,beta_stress I,,type B pancreatic cell:stress I,CL:0000169,skos:narrowMatch
celltypist,Islet_of_Langerhans,UBERON:0000006,beta_stress II,,type B pancreatic cell:stress II,CL:0000169,skos:narrowMatch
celltypist,Islet_of_Langerhans,UBERON:0000006,delta,,pancreatic D cell,CL:0000173,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,Activated CD4 T,,"activated CD4-positive, alpha-beta T cell",CL:0000896,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,Activated CD8 T,,"activated CD8-positive, alpha-beta T cell",CL:0000906,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,Activated T,,T cell:activated,CL:0000084,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,Adult Glia,,enteroglial cell,CL:4040002,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,BEST2+ Goblet cell,,goblet cell:BEST2+,CL:0000160,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,BEST4+ epithelial,,BEST4+ enterocyte,CL:4030026,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,Branch A1 (iMN),,migratory enteric neural crest cell:A1 (iMN),CL:0002607,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,Branch A2 (IPAN/IN),,migratory enteric neural crest cell:A2 (IPAN/IN),CL:0002607,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,Branch A3 (IPAN/IN),,migratory enteric neural crest cell:A3 (IPAN/IN),CL:0002607,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,Branch A4 (IN),,migratory enteric neural crest cell:A4 (IN),CL:0002607,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,Branch B1 (eMN),,migratory enteric neural crest cell:B1 (eMN),CL:0002607,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,Branch B2 (eMN),,migratory enteric neural crest cell:B2 (eMN),CL:0002607,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,Branch B3 (IPAN),,migratory enteric neural crest cell:B3 (IPAN),CL:0002607,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,CD8 Tmem,,"CD8-positive, alpha-beta memory T cell",CL:0000909,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,CLC+ Mast cell,,mast cell:CLC+,CL:0000097,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,CLDN10+ cells,,progenitor cell:CLDN10+,CL:0011026,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,CLP,,common lymphoid progenitor,CL:0000051,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,CX3CR1+ CD8 Tmem,,"CD8-positive, alpha-beta memory T cell:CX3CR1+",CL:0000909,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,Colonocyte,,colonocyte,CL:1000347,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,Contractile pericyte (PLN+),,pericyte:contractile PLN+,CL:0000669,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,Cycling B cell,,cycling B cell,CL:4033068,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,Cycling plasma cell,,cycling plasma cell,CL:4047003,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,D cells (SST+),,type D cell of colon:SST+,CL:0002265,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,DZ GC cell,,cell:DZ GC,CL:0000000,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,Differentiating glia,,enteroglial cell:differentiating,CL:4040002,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,Distal progenitor,,progenitor cell:distal,CL:0011026,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,EC cells (NPW+),,enterocyte of epithelium of large intestine:NPW+,CL:0002071,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,EC cells (TAC1+),,enterocyte of epithelium of large intestine:TAC1+,CL:0002071,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,EECs,,type EC enteroendocrine cell,CL:0000577,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,ENCC/glia Progenitor,,neural progenitor cell:ENCC/glia,CL:0011020,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,Enterocyte,,enterocyte,CL:0000584,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,FCRL4+ Memory B,,memory B cell:FCRL4+,CL:0000787,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,FDC,,follicular dendritic cell,CL:0000442,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,Fetal arterial EC,,fetal artery endothelial cell,CL:4047006,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,Fetal venous EC,,fetal vein endothelial cell,CL:4047011,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,GC B cell,,germinal center B cell,CL:0000844,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,Germ,,germ cell,CL:0000586,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,Glia 1 (DHH+),,glial cell:1 DHH+,CL:0000125,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,Glia 2 (ELN+),,glial cell:2 ELN+,CL:0000125,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,Glia 3 (BCAN+),,glial cell:3 BCAN+,CL:0000125,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,Goblet cell,,goblet cell,CL:0000160,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,I cells (CCK+),,type I enteroendocrine cell,CL:0002277,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,ICC,,interstitial cell of Cajal,CL:0002088,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,ILC2,,group 2 innate lymphoid cell,CL:0001069,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,ILC3,,group 3 innate lymphoid cell,CL:0001071,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,ILCP,,progenitor cell:innate lymphoid cell progenitor,CL:0011026,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,IgA plasma cell,,IgA plasma cell,CL:0000987,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,IgG plasma cell,,IgG plasma cell,CL:0000985,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,IgM plasma cell,,IgM plasma cell,CL:0000986,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,Immature B,,immature B cell,CL:0000816,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,Immature pericyte,,immature pericyte,CL:4047007,skos:exactMatch
celltypist,Large_Intestine,UBERON:0000059,K cells (GIP+),,enteroendocrine cell:type K,CL:0000164,skos:narrowMatch
celltypist,Large_Intestine,UBERON:0000059,L cells (PYY+),,type L enteroendocrine cell,CL:0002279,skos:exactMatch
