,organ,as,as_label,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage,dataset_count,level_1_cell_id,level_1_cell_label
7631,lung,http://purl.org/sig/ont/fma/fma7505,Left medial basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000158,Club (non-nasal),0.017,0.005415737496017842,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
7632,lung,http://purl.org/sig/ont/fma/fma7505,Left medial basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000623,NK cells,0.012,0.003822873526600829,1,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell
7633,lung,http://purl.org/sig/ont/fma/fma7505,Left medial basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028004,Alveolar fibroblasts,0.011,0.003504300732717426,1,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
7634,lung,http://purl.org/sig/ont/fma/fma7505,Left medial basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002241,Peribronchial fibroblasts,0.01,0.003185727938834024,1,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
7635,lung,http://purl.org/sig/ont/fma/fma7505,Left medial basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033008,EC venous systemic,0.01,0.003185727938834024,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
7636,lung,http://purl.org/sig/ont/fma/fma7505,Left medial basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T cells proliferating,0.009000000000000001,0.002867155144950622,1,http://purl.obolibrary.org/obo/CL_0000084,T cell
7637,lung,http://purl.org/sig/ont/fma/fma7505,Left medial basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028006,Adventitial fibroblasts,0.005,0.001592863969417012,1,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
7638,lung,http://purl.org/sig/ont/fma/fma7505,Left medial basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009086,Lymphatic EC mature,0.004,0.00127429117553361,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
7639,lung,http://purl.org/sig/ont/fma/fma7505,Left medial basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033023,SMG duct,0.004,0.00127429117553361,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
7640,lung,http://purl.org/sig/ont/fma/fma7505,Left medial basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009089,Pericytes,0.003,0.0009557183816502072,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
7641,lung,http://purl.org/sig/ont/fma/fma7505,Left medial basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,Mast cells,0.003,0.0009557183816502072,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
7642,lung,http://purl.org/sig/ont/fma/fma7505,Left medial basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000192,Smooth muscle,0.002,0.0006371455877668048,1,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell
7643,lung,http://purl.org/sig/ont/fma/fma7505,Left medial basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0001058,Plasmacytoid DCs,0.001,0.0003185727938834024,1,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
7899,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_type-1-alveolar-epithelial-cell,Type 1 Alveolar Epithelial Cell,292533.168,0.4716049224129072,1,Unknown Cell,Unknown Cell
7900,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_mpo-,MPO+,93194.724,0.1502431019422464,1,Unknown Cell,Unknown Cell
7901,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_type-2-alveolar-epithelial-cell,Type 2 Alveolar Epithelial Cell,76039.62,0.1225866432021375,1,Unknown Cell,Unknown Cell
7902,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cd68-macrophage,CD68+ Macrophage,43669.62,0.07040161596958176,1,Unknown Cell,Unknown Cell
7903,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_endothelial,Endothelial,40223.46,0.06484591768574659,1,Unknown Cell,Unknown Cell
7904,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_smooth-muscle-cell,Smooth Muscle Cell,35655.804,0.05748220891994656,1,Unknown Cell,Unknown Cell
7905,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cd4-t-cell,CD4+ T Cell,16776.624,0.02704629534477443,1,Unknown Cell,Unknown Cell
7906,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_mast-cell,Mast Cell,15322.464,0.02470198335217347,1,Unknown Cell,Unknown Cell
7907,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cd8-t-cell,CD8+ T Cell,3691.176,0.005950698797656973,1,Unknown Cell,Unknown Cell
7908,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_lymphatic-endothelial-and-some-immune-cells-,Lymphatic Endothelial (and some immune cells),1753.956,0.002827625629431713,1,Unknown Cell,Unknown Cell
7909,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_basal-epithelial-cell,Basal Epithelial Cell,970.104,0.001563945123831056,1,Unknown Cell,Unknown Cell
7910,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_b-cell,B Cell,462.144,0.0007450416195663344,1,Unknown Cell,Unknown Cell
7804,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_monocyte-derived-m,Monocyte-derived Mφ,6.98,0.4447276202612296,1,Unknown Cell,Unknown Cell
7805,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000583,Alveolar macrophages,3.75,0.2389295954125517,1,http://purl.obolibrary.org/obo/CL_0000235,macrophage
7806,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002145,Multiciliated (non-nasal),1.08,0.0688117234788149,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
7807,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000624,CD4 T cells,0.52,0.03313157056387384,1,http://purl.obolibrary.org/obo/CL_0000084,T cell
7808,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002399,DC2,0.435,0.027715833067856,1,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
7809,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000625,CD8 T cells,0.43,0.02739726027397259,1,http://purl.obolibrary.org/obo/CL_0000084,T cell
7810,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000860,Classical monocytes,0.41,0.02612296909843899,1,http://purl.obolibrary.org/obo/CL_0000576,monocyte
7811,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_interstitial-m-perivascular,Interstitial Mφ perivascular,0.4,0.02548582351067218,1,Unknown Cell,Unknown Cell
7812,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_alveolar-m-proliferating,Alveolar Mφ proliferating,0.295,0.01879579483912073,1,Unknown Cell,Unknown Cell
7813,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_non-classical-monocytes,Non-classical monocytes,0.205,0.01306148454921949,1,Unknown Cell,Unknown Cell
7814,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002633,Basal resting,0.155,0.00987575661038547,1,http://purl.obolibrary.org/obo/CL_0000034,stem cell
7815,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B cells,0.13,0.008282892640968459,1,http://purl.obolibrary.org/obo/CL_0000236,B cell
7816,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_transitional-club-at2,Transitional Club-AT2,0.125,0.007964319847085058,1,Unknown Cell,Unknown Cell
7817,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002062,AT1,0.12,0.007645747053201655,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
7818,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028002,EC general capillary,0.115,0.007327174259318253,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
7819,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002063,AT2,0.09,0.00573431028990124,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
7820,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000158,Club (non-nasal),0.085,0.005415737496017839,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
7821,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000623,NK cells,0.06,0.003822873526600827,1,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell
7822,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028004,Alveolar fibroblasts,0.055,0.003504300732717425,1,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
7823,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002241,Peribronchial fibroblasts,0.05,0.003185727938834023,1,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
7824,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033008,EC venous systemic,0.05,0.003185727938834023,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
7825,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T cells proliferating,0.045,0.00286715514495062,1,http://purl.obolibrary.org/obo/CL_0000084,T cell
7826,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028006,Adventitial fibroblasts,0.025,0.001592863969417011,1,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
7827,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009086,Lymphatic EC mature,0.02,0.001274291175533609,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
7828,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033023,SMG duct,0.02,0.001274291175533609,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
7829,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009089,Pericytes,0.015,0.0009557183816502068,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
7830,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,Mast cells,0.015,0.0009557183816502068,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
7831,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000192,Smooth muscle,0.01,0.0006371455877668046,1,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell
7832,lung,http://purl.org/sig/ont/fma/fma7508,Left posterior basal segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0001058,Plasmacytoid DCs,0.005,0.0003185727938834023,1,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
7101,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000583,Alveolar macrophages,1045.0,0.3093546477205447,1,http://purl.obolibrary.org/obo/CL_0000235,macrophage
7102,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_monocyte-derived-m,Monocyte-derived Mφ,704.0,0.2084073416222617,1,Unknown Cell,Unknown Cell
7103,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000860,Classical monocytes,379.0,0.1121965660153937,1,http://purl.obolibrary.org/obo/CL_0000576,monocyte
7104,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002145,Multiciliated (non-nasal),176.0,0.05210183540556542,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
7105,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_interstitial-m-perivascular,Interstitial Mφ perivascular,174.0,0.05150976909413854,1,Unknown Cell,Unknown Cell
7106,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000624,CD4 T cells,159.0,0.04706927175843695,1,http://purl.obolibrary.org/obo/CL_0000084,T cell
7107,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B cells,142.0,0.04203670811130847,1,http://purl.obolibrary.org/obo/CL_0000236,B cell
7108,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002063,AT2,123.0,0.03641207815275311,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
7109,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002399,DC2,98.0,0.02901124925991711,1,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
7110,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000625,CD8 T cells,71.0,0.02101835405565423,1,http://purl.obolibrary.org/obo/CL_0000084,T cell
7111,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_non-classical-monocytes,Non-classical monocytes,65.0,0.0192421551213736,1,Unknown Cell,Unknown Cell
7112,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_alveolar-m-proliferating,Alveolar Mφ proliferating,59.0,0.01746595618709295,1,Unknown Cell,Unknown Cell
7113,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_transitional-club-at2,Transitional Club-AT2,48.0,0.01420959147424512,1,Unknown Cell,Unknown Cell
7114,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,Mast cells,23.0,0.006808762581409118,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
7115,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002633,Basal resting,22.0,0.006512729425695678,1,http://purl.obolibrary.org/obo/CL_0000034,stem cell
7116,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000158,Club (non-nasal),14.0,0.004144464179988159,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
7117,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0005012,Multiciliated (nasal),13.0,0.003848431024274719,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
7118,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002062,AT1,12.0,0.003552397868561279,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
7119,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033008,EC venous systemic,11.0,0.003256364712847839,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
7120,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000623,NK cells,6.0,0.001776198934280639,1,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell
7121,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028004,Alveolar fibroblasts,6.0,0.001776198934280639,1,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
7122,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,Plasma cells,6.0,0.001776198934280639,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
7123,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_alveolar-m-ccl3-,Alveolar Mφ CCL3+,4.0,0.00118413262285376,1,Unknown Cell,Unknown Cell
7124,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T cells proliferating,4.0,0.00118413262285376,1,http://purl.obolibrary.org/obo/CL_0000084,T cell
7125,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033048,Suprabasal,3.0,0.0008880994671403197,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
7126,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0019003,Goblet (bronchial),3.0,0.0008880994671403197,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
7127,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0017000,Ionocyte,2.0,0.0005920663114268798,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
7128,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028006,Adventitial fibroblasts,2.0,0.0005920663114268798,1,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
7129,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028002,EC general capillary,1.0,0.0002960331557134399,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
7130,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000192,Smooth muscle,1.0,0.0002960331557134399,1,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell
7131,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033023,SMG duct,1.0,0.0002960331557134399,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
7132,lung,http://purl.org/sig/ont/fma/fma7386,Left posterior bronchopulmonary segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0001058,Plasmacytoid DCs,1.0,0.0002960331557134399,1,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
6133,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000583,Alveolar macrophages,814.59,0.4895343177024177,1,http://purl.obolibrary.org/obo/CL_0000235,macrophage
6134,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_monocyte-derived-m,Monocyte-derived Mφ,157.95,0.0949213045594678,1,Unknown Cell,Unknown Cell
6135,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002145,Multiciliated (non-nasal),87.75,0.05273405808859322,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6136,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000624,CD4 T cells,69.66000000000001,0.04186272919032939,1,http://purl.obolibrary.org/obo/CL_0000084,T cell
6137,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002063,AT2,64.53,0.03877981502515009,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6138,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000625,CD8 T cells,56.7,0.03407431445724485,1,http://purl.obolibrary.org/obo/CL_0000084,T cell
6139,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000860,Classical monocytes,48.6,0.02920655524906701,1,http://purl.obolibrary.org/obo/CL_0000576,monocyte
6140,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002399,DC2,44.01000000000001,0.02644815836443291,1,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
6141,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002062,AT1,42.39,0.02547460652279734,1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
6142,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_interstitial-m-perivascular,Interstitial Mφ perivascular,42.12,0.02531234788252475,1,Unknown Cell,Unknown Cell
6143,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_non-classical-monocytes,Non-classical monocytes,33.21,0.01995781275352913,1,Unknown Cell,Unknown Cell
6144,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028006,Adventitial fibroblasts,31.05,0.01865974363134837,1,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
6145,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028002,EC general capillary,26.73,0.01606360538698686,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6146,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009086,Lymphatic EC mature,20.25,0.01216939802044459,1,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
6147,lung,http://purl.org/sig/ont/fma/fma7359,Right Anterior Bronchopulmonary Segment,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_alveolar-m-proliferating,Alveolar Mφ proliferating,18.36,0.01103358753853643,1,Unknown Cell,Unknown Cell
