"sex","tool","modality","organ","organId","as","as_id","cell_id","cell_label","cell_count","percentage","asct_relation_in_asctb_table","indirect_asct_relation_in_asctb_table","annotation_label","annotation_label_id","cell_label2"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:1000271","lung ciliated cell",153.111,0.0200632911392405,"false","true","Lung Ciliated Cell","PV:0000126","lung ciliated cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000158","club cell",601,0.0380379746835443,"false","true","Club Cell","PV:0000118","club cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:4028006","adventitial cell",39,0.0000968879106246289,"false","true","Adventitial Cell","PV:0000111","alveolar type 2 fibroblast cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000071","blood vessel endothelial cell",4,0.00000629294160778695,"false","true","Blood Vessel Endothelial Cell","PV:0000114","blood vessel endothelial cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000071","blood vessel endothelial cell",1.449,0.000189873417721519,"false","true","Blood Vessel Endothelial Cell","PV:0000114","blood vessel endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0002062","type I pneumocyte",6631,0.18793220723274,"false","true","Type I Pneumocyte","PV:0000140","type I pneumocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000669","pericyte",48,0.00136038997846049,"false","true","Pericyte","PV:0000133","pericyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002598","bronchial smooth muscle cell",850,0.00211165959053678,"false","true","Bronchial Smooth Muscle Cell","PV:0000115","bronchial smooth muscle cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:4028006","adventitial cell",1.449,0.000189873417721519,"false","true","Adventitial Cell","PV:0000111","alveolar type 2 fibroblast cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:1000271","lung ciliated cell",13536,0.0336275579029481,"false","true","Lung Ciliated Cell","PV:0000126","lung ciliated cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000767","basophil",142,0.0089873417721519,"false","true","Basophil","PV:0000113","basophil"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002598","bronchial smooth muscle cell",11,0.00069620253164557,"false","true","Bronchial Smooth Muscle Cell","PV:0000115","bronchial smooth muscle cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0001050","effector CD8-positive, alpha-beta T cell",4535,0.0112663249918639,"false","true","Effector Cd8-Positive, Alpha-Beta T Cell","PV:0000121","effector CD8-positive, alpha-beta T cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000235","macrophage",3351,0.0949722253712731,"false","true","Macrophage","PV:0000128","macrophage"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000814","mature NK T cell",2159.04,0.00339667816221909,"false","true","Mature Nk T Cell","PV:0000129","mature NK T cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000235","macrophage",15032.975,0.0236504084665803,"false","true","Macrophage","PV:0000128","macrophage"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002062","type I pneumocyte",26248,0.0652080481557759,"false","true","Type I Pneumocyte","PV:0000140","type I pneumocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000669","pericyte",5822.3,0.00915984848075449,"false","true","Pericyte","PV:0000133","pericyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000359","vascular associated smooth muscle cell",12.558,0.00164556962025316,"false","true","Vascular Associated Smooth Muscle Cell","PV:0000142","vascular associated smooth muscle cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000158","club cell",418.897,0.0380379746835443,"false","true","Club Cell","PV:0000118","club cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000860","classical monocyte",176,0.00498809658768847,"false","true","Classical Monocyte","PV:0000117","classical monocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002062","type I pneumocyte",484.224,0.101107491856678,"false","true","Type I Pneumocyte","PV:0000140","type I pneumocyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000235","macrophage",1085.784,0.142278481012658,"false","true","Macrophage","PV:0000128","macrophage"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002144","capillary endothelial cell",232.323,0.0304430379746835,"false","true","Capillary Endothelial Cell","PV:0000116","capillary endothelial cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000875","non-classical monocyte",353,0.0223417721518987,"false","true","Non-Classical Monocyte","PV:0000132","non-classical monocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0002063","type II pneumocyte",15066,0.426992404489287,"false","true","Type Ii Pneumocyte","PV:0000141","type II pneumocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:4028006","adventitial cell",37.89,0.0000596098893797619,"false","true","Adventitial Cell","PV:0000111","alveolar type 2 fibroblast cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0001050","effector CD8-positive, alpha-beta T cell",78,0.0022106337149983,"false","true","Effector Cd8-Positive, Alpha-Beta T Cell","PV:0000121","effector CD8-positive, alpha-beta T cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000359","vascular associated smooth muscle cell",26,0.00164556962025316,"false","true","Vascular Associated Smooth Muscle Cell","PV:0000142","vascular associated smooth muscle cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000158","club cell",787,0.0223047273551751,"false","true","Club Cell","PV:0000118","club cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:4028006","adventitial cell",3.12,0.000651465798045603,"false","true","Adventitial Cell","PV:0000111","alveolar type 2 fibroblast cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002063","type II pneumocyte",800.124,0.167068403908795,"false","true","Type Ii Pneumocyte","PV:0000141","type II pneumocyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000192","smooth muscle cell",3.864,0.000506329113924051,"false","true","Smooth Muscle Cell","PV:0000139","smooth muscle cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:1000413","endothelial cell of artery",36.941,0.00335443037974683,"false","true","Endothelial Cell Of Artery","PV:0000122","endothelial cell of artery"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000767","basophil",8879.02,0.0139687885985931,"false","true","Basophil","PV:0000113","basophil"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002598","bronchial smooth muscle cell",5.313,0.00069620253164557,"false","true","Bronchial Smooth Muscle Cell","PV:0000115","bronchial smooth muscle cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000646","basal cell",6527.14,0.0102687277214626,"false","true","Basal Cell","PV:0000112","basal cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:1000271","lung ciliated cell",924,0.0261875070853645,"false","true","Lung Ciliated Cell","PV:0000126","lung ciliated cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:1000271","lung ciliated cell",220.949,0.0200632911392405,"false","true","Lung Ciliated Cell","PV:0000126","lung ciliated cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000646","basal cell",68,0.00430379746835443,"false","true","Basal Cell","PV:0000112","basal cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000860","classical monocyte",105.768,0.0220846905537459,"false","true","Classical Monocyte","PV:0000117","classical monocyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0001050","effector CD8-positive, alpha-beta T cell",93.398,0.00848101265822785,"false","true","Effector Cd8-Positive, Alpha-Beta T Cell","PV:0000121","effector CD8-positive, alpha-beta T cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002063","type II pneumocyte",1171.275,0.153481012658228,"false","true","Type Ii Pneumocyte","PV:0000141","type II pneumocyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000451","dendritic cell",97,0.00613924050632911,"false","true","Dendritic Cell","PV:0000119","dendritic cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000767","basophil",98.974,0.0089873417721519,"false","true","Basophil","PV:0000113","basophil"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0002144","capillary endothelial cell",1146,0.0324793107357442,"false","true","Capillary Endothelial Cell","PV:0000116","capillary endothelial cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000767","basophil",68.586,0.0089873417721519,"false","true","Basophil","PV:0000113","basophil"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000192","smooth muscle cell",5.576,0.000506329113924051,"false","true","Smooth Muscle Cell","PV:0000139","smooth muscle cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000669","pericyte",167.28,0.0151898734177215,"false","true","Pericyte","PV:0000133","pericyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000669","pericyte",52.728,0.0110097719869707,"false","true","Pericyte","PV:0000133","pericyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000158","club cell",290.283,0.0380379746835443,"false","true","Club Cell","PV:0000118","club cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000359","vascular associated smooth muscle cell",18.122,0.00164556962025316,"false","true","Vascular Associated Smooth Muscle Cell","PV:0000142","vascular associated smooth muscle cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000451","dendritic cell",29.328,0.00612377850162867,"false","true","Dendritic Cell","PV:0000119","dendritic cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002063","type II pneumocyte",164799.505,0.259268415489299,"false","true","Type Ii Pneumocyte","PV:0000141","type II pneumocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000359","vascular associated smooth muscle cell",282.705,0.000444761514307353,"false","true","Vascular Associated Smooth Muscle Cell","PV:0000142","vascular associated smooth muscle cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000860","classical monocyte",2897,0.00719703274562949,"false","true","Classical Monocyte","PV:0000117","classical monocyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002598","bronchial smooth muscle cell",7.667,0.00069620253164557,"false","true","Bronchial Smooth Muscle Cell","PV:0000115","bronchial smooth muscle cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:1000331","serous cell of epithelium of bronchus",175.33,0.000275835363023322,"false","true","Serous Cell Of Epithelium Of Bronchus","PV:0000138","serous cell of epithelium of bronchus"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0001050","effector CD8-positive, alpha-beta T cell",64.722,0.00848101265822785,"false","true","Effector Cd8-Positive, Alpha-Beta T Cell","PV:0000121","effector CD8-positive, alpha-beta T cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000860","classical monocyte",324.576,0.0425316455696203,"false","true","Classical Monocyte","PV:0000117","classical monocyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:4028006","adventitial cell",3,0.000189873417721519,"false","true","Adventitial Cell","PV:0000111","alveolar type 2 fibroblast cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000071","blood vessel endothelial cell",3,0.000189873417721519,"false","true","Blood Vessel Endothelial Cell","PV:0000114","blood vessel endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002598","bronchial smooth muscle cell",8.58,0.00179153094462541,"false","true","Bronchial Smooth Muscle Cell","PV:0000115","bronchial smooth muscle cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000860","classical monocyte",672,0.0425316455696202,"false","true","Classical Monocyte","PV:0000117","classical monocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000359","vascular associated smooth muscle cell",6.396,0.00133550488599349,"false","true","Vascular Associated Smooth Muscle Cell","PV:0000142","vascular associated smooth muscle cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002543","vein endothelial cell",213.282,0.0193670886075949,"false","true","Vein Endothelial Cell","PV:0000143","vein endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000451","dendritic cell",66.415,0.000104486429220293,"false","true","Dendritic Cell","PV:0000119","dendritic cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000784","plasmacytoid dendritic cell",14,0.0000347802756088411,"false","true","Plasmacytoid Dendritic Cell","PV:0000135","plasmacytoid dendritic cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000158","club cell",242.736,0.0506840390879479,"false","true","Club Cell","PV:0000118","club cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002063","type II pneumocyte",1690.225,0.153481012658228,"false","true","Type Ii Pneumocyte","PV:0000141","type II pneumocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:1000413","endothelial cell of artery",1776,0.00441212639152156,"false","true","Endothelial Cell Of Artery","PV:0000122","endothelial cell of artery"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000451","dendritic cell",64,0.00181385330461399,"false","true","Dendritic Cell","PV:0000119","dendritic cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002543","vein endothelial cell",147.798,0.0193670886075949,"false","true","Vein Endothelial Cell","PV:0000143","vein endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0017000","pulmonary ionocyte",1,0.0000283414578845936,"false","true","Pulmonary Ionocyte","PV:0000136","pulmonary ionocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:4028006","adventitial cell",2,0.0000566829157691872,"false","true","Adventitial Cell","PV:0000111","alveolar type 2 fibroblast cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000235","macrophage",14322,0.0355802219478445,"false","true","Macrophage","PV:0000128","macrophage"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0001050","effector CD8-positive, alpha-beta T cell",23.868,0.00498371335504886,"false","true","Effector Cd8-Positive, Alpha-Beta T Cell","PV:0000121","effector CD8-positive, alpha-beta T cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002062","type I pneumocyte",1338,0.0846835443037975,"false","true","Type I Pneumocyte","PV:0000140","type I pneumocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002543","vein endothelial cell",58.5,0.0122149837133551,"false","true","Vein Endothelial Cell","PV:0000143","vein endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000359","vascular associated smooth muscle cell",37,0.00104863394172996,"false","true","Vascular Associated Smooth Muscle Cell","PV:0000142","vascular associated smooth muscle cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:1000413","endothelial cell of artery",53,0.00335443037974683,"false","true","Endothelial Cell Of Artery","PV:0000122","endothelial cell of artery"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000646","basal cell",701,0.0198673619771001,"false","true","Basal Cell","PV:0000112","basal cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000451","dendritic cell",207,0.000514251217930723,"false","true","Dendritic Cell","PV:0000119","dendritic cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000875","non-classical monocyte",145.86,0.0304560260586319,"false","true","Non-Classical Monocyte","PV:0000132","non-classical monocyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002063","type II pneumocyte",2425,0.153481012658228,"false","true","Type Ii Pneumocyte","PV:0000141","type II pneumocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002598","bronchial smooth muscle cell",1223.355,0.00192462539514855,"false","true","Bronchial Smooth Muscle Cell","PV:0000115","bronchial smooth muscle cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000814","mature NK T cell",86.94,0.0113924050632911,"false","true","Mature Nk T Cell","PV:0000129","mature NK T cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000359","vascular associated smooth muscle cell",199,0.000494376774725671,"false","true","Vascular Associated Smooth Muscle Cell","PV:0000142","vascular associated smooth muscle cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002144","capillary endothelial cell",66000,0.16396415644168,"false","true","Capillary Endothelial Cell","PV:0000116","capillary endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000158","club cell",14088,0.0349988944840967,"false","true","Club Cell","PV:0000118","club cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000669","pericyte",4262,0.0105881096174915,"false","true","Pericyte","PV:0000133","pericyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000451","dendritic cell",46.851,0.00613924050632911,"false","true","Dendritic Cell","PV:0000119","dendritic cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000192","smooth muscle cell",8,0.000506329113924051,"false","true","Smooth Muscle Cell","PV:0000139","smooth muscle cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:1000331","serous cell of epithelium of bronchus",287,0.000712995649981244,"false","true","Serous Cell Of Epithelium Of Bronchus","PV:0000138","serous cell of epithelium of bronchus"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002062","type I pneumocyte",932.586,0.0846835443037975,"false","true","Type I Pneumocyte","PV:0000140","type I pneumocyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000875","non-classical monocyte",170.499,0.0223417721518987,"false","true","Non-Classical Monocyte","PV:0000132","non-classical monocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:0000767","basophil",110,0.00311756036730529,"false","true","Basophil","PV:0000113","basophil"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:1000413","endothelial cell of artery",3435.115,0.00540424452775827,"false","true","Endothelial Cell Of Artery","PV:0000122","endothelial cell of artery"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002144","capillary endothelial cell",212.94,0.0444625407166124,"false","true","Capillary Endothelial Cell","PV:0000116","capillary endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002144","capillary endothelial cell",97996.805,0.154172042903671,"false","true","Capillary Endothelial Cell","PV:0000116","capillary endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000646","basal cell",5405,0.0134276706904133,"false","true","Basal Cell","PV:0000112","basal cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000875","non-classical monocyte",246.041,0.0223417721518987,"false","true","Non-Classical Monocyte","PV:0000132","non-classical monocyte"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0002062","type I pneumocyte",646.254,0.0846835443037975,"false","true","Type I Pneumocyte","PV:0000140","type I pneumocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0017000","pulmonary ionocyte",17,0.0000422331918107357,"false","true","Pulmonary Ionocyte","PV:0000136","pulmonary ionocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Left Apical Bronchopulmonary Segment","FMA:7385","CL:1000413","endothelial cell of artery",319,0.00904092506518535,"false","true","Endothelial Cell Of Artery","PV:0000122","endothelial cell of artery"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:1000271","lung ciliated cell",16117.955,0.0253573374129844,"false","true","Lung Ciliated Cell","PV:0000126","lung ciliated cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000235","macrophage",2248,0.142278481012658,"false","true","Macrophage","PV:0000128","macrophage"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002062","type I pneumocyte",57244.6,0.0900592312902803,"false","true","Type I Pneumocyte","PV:0000140","type I pneumocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000875","non-classical monocyte",1903,0.00472763317740176,"false","true","Non-Classical Monocyte","PV:0000132","non-classical monocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000071","blood vessel endothelial cell",0.312,0.0000651465798045603,"false","true","Blood Vessel Endothelial Cell","PV:0000114","blood vessel endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000192","smooth muscle cell",0.156,0.0000325732899022801,"false","true","Smooth Muscle Cell","PV:0000139","smooth muscle cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0002144","capillary endothelial cell",335.257,0.0304430379746835,"false","true","Capillary Endothelial Cell","PV:0000116","capillary endothelial cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Segmental Bronchus","FMA:7402","CL:0000814","mature NK T cell",125.46,0.0113924050632911,"false","true","Mature Nk T Cell","PV:0000129","mature NK T cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0017000","pulmonary ionocyte",18.02,0.0000283497019430802,"false","true","Pulmonary Ionocyte","PV:0000136","pulmonary ionocyte"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000192","smooth muscle cell",1,0.00000248430540063151,"false","true","Smooth Muscle Cell","PV:0000139","smooth muscle cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Lateral Bronchopulmonary Segment","FMA:7361","CL:0000071","blood vessel endothelial cell",2,0.00000496861080126302,"false","true","Blood Vessel Endothelial Cell","PV:0000114","blood vessel endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0000158","club cell",27050.53,0.0425568514374223,"false","true","Club Cell","PV:0000118","club cell"
"Female","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0002543","vein endothelial cell",306,0.0193670886075949,"false","true","Vein Endothelial Cell","PV:0000143","vein endothelial cell"
"Male","popV","sc_transcriptomics","Lung","UBERON:0001004","Medial Bronchopulmonary Segment","FMA:7360","CL:0001050","effector CD8-positive, alpha-beta T cell",5756.055,0.00905562950155253,"false","true","Effector Cd8-Positive, Alpha-Beta T Cell","PV:0000121","effector CD8-positive, alpha-beta T cell"
