"organ","as","as_label","sex","tool","modality","cell_id","cell_label","cell_count","cell_percentage"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0008716","hilum of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002573","Schwann / Neural","1.046","1.000931E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000718","Inner Medullary Collecting Duct","10218.22","0.3790558"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000718","Inner Medullary Collecting Duct","10218.22","0.3790558"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030022","Medullary Fibroblast","7703.7","0.2857771"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030022","Medullary Fibroblast","7703.7","0.2857771"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001131","Ascending Vasa Recta Endothelial","2104.704","0.07807627"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001131","Ascending Vasa Recta Endothelial","2104.704","0.07807627"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030014","Descending Thin Limb Type 3","1936.032","0.0718192"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030014","Descending Thin Limb Type 3","1936.032","0.0718192"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001107","Ascending Thin Limb","1325.076","0.04915513"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001107","Ascending Thin Limb","1325.076","0.04915513"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000768","Connecting Tubule","1219.288","0.04523081"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000768","Connecting Tubule","1219.288","0.04523081"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000716","Outer Medullary Collecting Duct Principal","658.652","0.02443341"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000716","Outer Medullary Collecting Duct Principal","658.652","0.02443341"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial","Descending Vasa Recta Endothelial ","587.708","0.02180166"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial","Descending Vasa Recta Endothelial ","587.708","0.02180166"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030012","Descending Thin Limb Type 1","516.024","0.01914247"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030012","Descending Thin Limb Type 1","516.024","0.01914247"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000890","M2 Macrophage","303.776","0.0112689"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000890","M2 Macrophage","303.776","0.0112689"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001318","Vascular Smooth Muscle / Pericyte","144.424","0.005357565"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001318","Vascular Smooth Muscle / Pericyte","144.424","0.005357565"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct Principal","66.612","0.002471044"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct Principal","66.612","0.002471044"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000084","T","40.912","0.001517675"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000084","T","40.912","0.001517675"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000717","Outer Medullary Collecting Duct Intercalated Type A","36.176","0.001341988"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000717","Outer Medullary Collecting Duct Intercalated Type A","36.176","0.001341988"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0011031","Monocyte-derived","19.416","7.202575E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0011031","Monocyte-derived","19.416","7.202575E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002201","Intercalated Type B","16.184","6.00363E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002201","Intercalated Type B","16.184","6.00363E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000786","Plasma","13.832","5.13113E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000786","Plasma","13.832","5.13113E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000850","Macula Densa","12.376","4.591011E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000850","Macula Densa","12.376","4.591011E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001108","Medullary Thick Ascending Limb","12.14","4.503464E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001108","Medullary Thick Ascending Limb","12.14","4.503464E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000692","Fibroblast","5.52","2.047704E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000692","Fibroblast","5.52","2.047704E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030016","Distal Convoluted Tubule Type 1","2.856","1.059464E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030016","Distal Convoluted Tubule Type 1","2.856","1.059464E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000236","B","2.088","7.745662E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000236","B","2.088","7.745662E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial","Peritubular Capilary Endothelial ","1.904","7.063094E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial","Peritubular Capilary Endothelial ","1.904","7.063094E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000875","Non-classical monocyte","1.904","7.063094E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000875","Non-classical monocyte","1.904","7.063094E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000097","Mast","1.84","6.825679E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000097","Mast","1.84","6.825679E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000814","Natural Killer T","1.52","5.638605E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000814","Natural Killer T","1.52","5.638605E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030013","Descending Thin Limb Type 2","1.488","5.519897E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030013","Descending Thin Limb Type 2","1.488","5.519897E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001109","Cortical Thick Ascending Limb","1.136","4.214115E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001109","Cortical Thick Ascending Limb","1.136","4.214115E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000597","Papillary Tip Epithelial","0.952","3.531547E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000597","Papillary Tip Epithelial","0.952","3.531547E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030010","Proximal Tubule Epithelial Segment 2","0.568","2.107058E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001228","renal papilla","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030010","Proximal Tubule Epithelial Segment 2","0.568","2.107058E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001108","Medullary Thick Ascending Limb","14868.25","0.323041"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001108","Medullary Thick Ascending Limb","14868.25","0.323041"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001109","Cortical Thick Ascending Limb","10062.12","0.2186187"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001109","Cortical Thick Ascending Limb","10062.12","0.2186187"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000716","Outer Medullary Collecting Duct Principal","3801.624","0.08259751"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000716","Outer Medullary Collecting Duct Principal","3801.624","0.08259751"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030012","Descending Thin Limb Type 1","2614.788","0.05681124"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030012","Descending Thin Limb Type 1","2614.788","0.05681124"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial","Descending Vasa Recta Endothelial ","2072.916","0.04503804"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial","Descending Vasa Recta Endothelial ","2072.916","0.04503804"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030013","Descending Thin Limb Type 2","1888.032","0.04102108"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030013","Descending Thin Limb Type 2","1888.032","0.04102108"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030022","Medullary Fibroblast","1647.768","0.03580089"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030022","Medullary Fibroblast","1647.768","0.03580089"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001131","Ascending Vasa Recta Endothelial","1430.508","0.03108051"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001131","Ascending Vasa Recta Endothelial","1430.508","0.03108051"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030018","Connecting Tubule Principal","1186.836","0.02578627"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030018","Connecting Tubule Principal","1186.836","0.02578627"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000718","Inner Medullary Collecting Duct","1001.952","0.02176931"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000718","Inner Medullary Collecting Duct","1001.952","0.02176931"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001318","Vascular Smooth Muscle / Pericyte","921.012","0.02001074"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001318","Vascular Smooth Muscle / Pericyte","921.012","0.02001074"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000768","Connecting Tubule","828.144","0.017993"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000768","Connecting Tubule","828.144","0.017993"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000717","Outer Medullary Collecting Duct Intercalated Type A","556.356","0.01208789"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000717","Outer Medullary Collecting Duct Intercalated Type A","556.356","0.01208789"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial","Peritubular Capilary Endothelial ","484.788","0.01053294"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial","Peritubular Capilary Endothelial ","484.788","0.01053294"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030014","Descending Thin Limb Type 3","431.112","0.009366728"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030014","Descending Thin Limb Type 3","431.112","0.009366728"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030011","Proximal Tubule Epithelial Segment 3","430.26","0.009348216"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030011","Proximal Tubule Epithelial Segment 3","430.26","0.009348216"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000715","Cortical Collecting Duct Intercalated Type A","419.184","0.009107569"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000715","Cortical Collecting Duct Intercalated Type A","419.184","0.009107569"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001107","Ascending Thin Limb","407.256","0.008848411"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001107","Ascending Thin Limb","407.256","0.008848411"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000692","Fibroblast","303.312","0.00659003"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000692","Fibroblast","303.312","0.00659003"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000850","Macula Densa","209.592","0.004553785"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000850","Macula Densa","209.592","0.004553785"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000890","M2 Macrophage","159.324","0.003461617"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000890","M2 Macrophage","159.324","0.003461617"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct Principal","66.456","0.001443883"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct Principal","66.456","0.001443883"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002138","Lymphatic Endothelial","50.268","0.001092168"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002138","Lymphatic Endothelial","50.268","0.001092168"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030016","Distal Convoluted Tubule Type 1","40.044","8.70032E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030016","Distal Convoluted Tubule Type 1","40.044","8.70032E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000653","Podocyte","25.56","5.553396E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000653","Podocyte","25.56","5.553396E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000412","Afferent / Efferent Arteriole Endothelial","23.004","4.998056E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000412","Afferent / Efferent Arteriole Endothelial","23.004","4.998056E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001005","Glomerular Capillary Endothelial","16.188","3.517151E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001005","Glomerular Capillary Endothelial","16.188","3.517151E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000084","T","13.632","2.961811E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000084","T","13.632","2.961811E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000452","Parietal Epithelial","13.632","2.961811E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000452","Parietal Epithelial","13.632","2.961811E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0011031","Monocyte-derived","11.928","2.591585E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0011031","Monocyte-derived","11.928","2.591585E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000650","Mesangial","10.224","2.221358E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000650","Mesangial","10.224","2.221358E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000814","Natural Killer T","8.52","1.851132E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000814","Natural Killer T","8.52","1.851132E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002573","Schwann / Neural","8.52","1.851132E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002573","Schwann / Neural","8.52","1.851132E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002201","Intercalated Type B","5.112","1.110679E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002201","Intercalated Type B","5.112","1.110679E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000097","Mast","2.556","5.553396E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030009","Proximal Tubule Epithelial Segment 1","2.556","5.553396E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000097","Mast","2.556","5.553396E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0001284","renal column","Male","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030009","Proximal Tubule Epithelial Segment 1","2.556","5.553396E-5"
