organ,as_label,cell_label,mean_cell_count,cell_count
VHFRightKidney,outer cortex of kidney,Afferent / Efferent Arteriole Endothelial,5.8,29
VHFRightKidney,outer cortex of kidney,Ascending Thin Limb,19.25,77
VHFRightKidney,outer cortex of kidney,Ascending Vasa Recta Endothelial,62.75,251
VHFRightKidney,outer cortex of kidney,B,17,51
VHFRightKidney,outer cortex of kidney,Classical Dendritic,4.66666666666666666667,14
VHFRightKidney,outer cortex of kidney,Connecting Tubule,747.6,3738
VHFRightKidney,outer cortex of kidney,Connecting Tubule Intercalated Type A,2,2
VHFRightKidney,outer cortex of kidney,Connecting Tubule Principal,56.8,284
VHFRightKidney,outer cortex of kidney,Cortical Collecting Duct Intercalated Type A,94.8,474
VHFRightKidney,outer cortex of kidney,Cortical Collecting Duct Principal,102.2,511
VHFRightKidney,outer cortex of kidney,Cortical Thick Ascending Limb,203,1015
VHFRightKidney,outer cortex of kidney,Cortical Vascular Smooth Muscle / Pericyte,34,68
VHFRightKidney,outer cortex of kidney,Cycling Mononuclear Phagocyte,2,4
VHFRightKidney,outer cortex of kidney,Descending Thin Limb Type 1,912.2,4561
VHFRightKidney,outer cortex of kidney,Descending Thin Limb Type 2,139,695
VHFRightKidney,outer cortex of kidney,Descending Thin Limb Type 3,100,400
VHFRightKidney,outer cortex of kidney,Descending Vasa Recta Endothelial,37,74
VHFRightKidney,outer cortex of kidney,"Descending Vasa Recta Endothelial ",14.33333333333333333333,43
VHFRightKidney,outer cortex of kidney,Distal Convoluted Tubule Type 1,425.8,2129
VHFRightKidney,outer cortex of kidney,Distal Convoluted Tubule Type 2,12,12
VHFRightKidney,outer cortex of kidney,Fibroblast,446.6,2233
VHFRightKidney,outer cortex of kidney,Glomerular Capillary Endothelial,23,115
VHFRightKidney,outer cortex of kidney,Inner Medullary Collecting Duct,656.8,3284
VHFRightKidney,outer cortex of kidney,Intercalated Type B,66.75,267
VHFRightKidney,outer cortex of kidney,Lymphatic Endothelial,8.25,33
VHFRightKidney,outer cortex of kidney,M2 Macrophage,42.66666666666666666667,128
VHFRightKidney,outer cortex of kidney,Macula Densa,71.4,357
VHFRightKidney,outer cortex of kidney,Mast,26,26
VHFRightKidney,outer cortex of kidney,Medullary Fibroblast,155.25,621
VHFRightKidney,outer cortex of kidney,Medullary Thick Ascending Limb,516.4,2582
VHFRightKidney,outer cortex of kidney,Mesangial,10.5,21
VHFRightKidney,outer cortex of kidney,Monocyte,3.5,7
VHFRightKidney,outer cortex of kidney,Monocyte-derived,24,72
VHFRightKidney,outer cortex of kidney,Natural Killer / Natural Killer T,10,20
VHFRightKidney,outer cortex of kidney,Outer Medullary Collecting Duct Intercalated Type A,19.5,78
VHFRightKidney,outer cortex of kidney,Outer Medullary Collecting Duct Principal,9.6,48
VHFRightKidney,outer cortex of kidney,Papillary Tip Epithelial,6.66666666666666666667,20
VHFRightKidney,outer cortex of kidney,Parietal Epithelial,13.8,69
VHFRightKidney,outer cortex of kidney,Peritubular Capilary Endothelial,100.5,201
VHFRightKidney,outer cortex of kidney,"Peritubular Capilary Endothelial ",56.66666666666666666667,170
VHFRightKidney,outer cortex of kidney,Plasma,5.5,22
VHFRightKidney,outer cortex of kidney,Plasmacytoid Dendritic,6,12
VHFRightKidney,outer cortex of kidney,Podocyte,50.25,201
VHFRightKidney,outer cortex of kidney,Proximal Tubule Epithelial Segment 1,391.66666666666666666667,1175
VHFRightKidney,outer cortex of kidney,Proximal Tubule Epithelial Segment 2,30.33333333333333333333,91
VHFRightKidney,outer cortex of kidney,Proximal Tubule Epithelial Segment 3,167.25,669
VHFRightKidney,outer cortex of kidney,Renin-positive Juxtaglomerular Granular,2,2
VHFRightKidney,outer cortex of kidney,Schwann / Neural,4,4
VHFRightKidney,outer cortex of kidney,T,141.33333333333333333333,424
VHFRightKidney,outer cortex of kidney,Tissue-resident Macrophage,83.5,167
VHFRightKidney,outer cortex of kidney,Vascular Smooth Muscle / Pericyte,17.4,87
VHFRightKidney,renal column,Afferent / Efferent Arteriole Endothelial,3,3
VHFRightKidney,renal column,Ascending Thin Limb,1,1
VHFRightKidney,renal column,Ascending Vasa Recta Endothelial,1,1
VHFRightKidney,renal column,Connecting Tubule,597,1194
VHFRightKidney,renal column,Connecting Tubule Principal,12,12
VHFRightKidney,renal column,Cortical Collecting Duct Intercalated Type A,7,7
VHFRightKidney,renal column,Cortical Collecting Duct Principal,18,36
VHFRightKidney,renal column,Cortical Vascular Smooth Muscle / Pericyte,88.5,177
VHFRightKidney,renal column,Descending Thin Limb Type 1,600,1200
VHFRightKidney,renal column,Descending Thin Limb Type 2,9,9
VHFRightKidney,renal column,Descending Thin Limb Type 3,8,8
VHFRightKidney,renal column,"Descending Vasa Recta Endothelial ",9,9
VHFRightKidney,renal column,Distal Convoluted Tubule Type 1,10,10
VHFRightKidney,renal column,Fibroblast,657.5,1315
VHFRightKidney,renal column,Glomerular Capillary Endothelial,1,1
VHFRightKidney,renal column,Inner Medullary Collecting Duct,2784,5568
VHFRightKidney,renal column,Lymphatic Endothelial,3,3
VHFRightKidney,renal column,M2 Macrophage,73,146
VHFRightKidney,renal column,Macula Densa,1.5,3
VHFRightKidney,renal column,Medullary Fibroblast,336,672
VHFRightKidney,renal column,Medullary Thick Ascending Limb,4,4
VHFRightKidney,renal column,Mesangial,8,8
VHFRightKidney,renal column,Papillary Tip Epithelial,181,362
VHFRightKidney,renal column,Parietal Epithelial,10,10
VHFRightKidney,renal column,"Peritubular Capilary Endothelial ",32,32
VHFRightKidney,renal column,Plasma,1,1
VHFRightKidney,renal column,Podocyte,3,3
VHFRightKidney,renal column,Proximal Tubule Epithelial Segment 1,1,1
VHFRightKidney,renal column,Proximal Tubule Epithelial Segment 3,3,3
VHFRightKidney,renal column,Renin-positive Juxtaglomerular Granular,1,1
VHFRightKidney,renal column,T,3,3
VHFRightKidney,renal column,Vascular Smooth Muscle / Pericyte,97,194
VHFRightKidney,renal pyramid,Afferent / Efferent Arteriole Endothelial,21.78947368421052631579,414
VHFRightKidney,renal pyramid,Ascending Thin Limb,2169.84210526315789473684,41227
VHFRightKidney,renal pyramid,Ascending Vasa Recta Endothelial,172.6,3452
VHFRightKidney,renal pyramid,B,167.2,2508
VHFRightKidney,renal pyramid,Classical Dendritic,76,1064
VHFRightKidney,renal pyramid,Connecting Tubule,1783.35,35667
VHFRightKidney,renal pyramid,Connecting Tubule Intercalated Type A,1,1
VHFRightKidney,renal pyramid,Connecting Tubule Principal,240,4560
VHFRightKidney,renal pyramid,Cortical Collecting Duct Intercalated Type A,221.66666666666666666667,3990
VHFRightKidney,renal pyramid,Cortical Collecting Duct Principal,5567.05263157894736842105,105774
VHFRightKidney,renal pyramid,Cortical Thick Ascending Limb,3551.1,71022
VHFRightKidney,renal pyramid,Cortical Vascular Smooth Muscle / Pericyte,27.94117647058823529412,475
VHFRightKidney,renal pyramid,Cycling Mononuclear Phagocyte,2.55555555555555555556,23
VHFRightKidney,renal pyramid,Descending Thin Limb Type 1,3839.05,76781
VHFRightKidney,renal pyramid,Descending Thin Limb Type 2,9875.75,197515
VHFRightKidney,renal pyramid,Descending Thin Limb Type 3,95.5,1910
VHFRightKidney,renal pyramid,Descending Vasa Recta Endothelial,193.33333333333333333333,580
VHFRightKidney,renal pyramid,"Descending Vasa Recta Endothelial ",113,1808
VHFRightKidney,renal pyramid,Distal Convoluted Tubule Type 1,6907.68421052631578947368,131246
VHFRightKidney,renal pyramid,Distal Convoluted Tubule Type 2,1,6
VHFRightKidney,renal pyramid,Fibroblast,589.75,11795
VHFRightKidney,renal pyramid,Glomerular Capillary Endothelial,314.76470588235294117647,5351
VHFRightKidney,renal pyramid,Inner Medullary Collecting Duct,8153.6,163072
VHFRightKidney,renal pyramid,Intercalated Type B,205.25,3284
VHFRightKidney,renal pyramid,Lymphatic Endothelial,202.1,2021
VHFRightKidney,renal pyramid,M2 Macrophage,148.23529411764705882353,2520
VHFRightKidney,renal pyramid,Macula Densa,61.05263157894736842105,1160
VHFRightKidney,renal pyramid,Mast,15.625,125
VHFRightKidney,renal pyramid,Medullary Fibroblast,319.1,6382
VHFRightKidney,renal pyramid,Medullary Thick Ascending Limb,2297.35,45947
VHFRightKidney,renal pyramid,Mesangial,445.71428571428571428571,6240
VHFRightKidney,renal pyramid,Monocyte,2.66666666666666666667,8
VHFRightKidney,renal pyramid,Monocyte-derived,67.3125,1077
VHFRightKidney,renal pyramid,Natural Killer / Natural Killer T,5,10
VHFRightKidney,renal pyramid,Natural Killer T,1,6
VHFRightKidney,renal pyramid,Neutrophil,1.33333333333333333333,4
VHFRightKidney,renal pyramid,Outer Medullary Collecting Duct Intercalated Type A,131.26315789473684210526,2494
VHFRightKidney,renal pyramid,Outer Medullary Collecting Duct Principal,189.15,3783
VHFRightKidney,renal pyramid,Papillary Tip Epithelial,76,304
VHFRightKidney,renal pyramid,Parietal Epithelial,258.83333333333333333333,4659
VHFRightKidney,renal pyramid,Peritubular Capilary Endothelial,27.33333333333333333333,82
VHFRightKidney,renal pyramid,"Peritubular Capilary Endothelial ",672.4375,10759
VHFRightKidney,renal pyramid,Plasma,3.66666666666666666667,11
VHFRightKidney,renal pyramid,Podocyte,48.53333333333333333333,728
VHFRightKidney,renal pyramid,Proximal Tubule Epithelial Segment 1,369,5904
VHFRightKidney,renal pyramid,Proximal Tubule Epithelial Segment 2,5,70
VHFRightKidney,renal pyramid,Proximal Tubule Epithelial Segment 3,123.05263157894736842105,2338
VHFRightKidney,renal pyramid,Renin-positive Juxtaglomerular Granular,8,64
VHFRightKidney,renal pyramid,Schwann / Neural,1,1
VHFRightKidney,renal pyramid,T,363.47058823529411764706,6179
VHFRightKidney,renal pyramid,Tissue-resident Macrophage,67.66666666666666666667,203
VHFRightKidney,renal pyramid,Vascular Smooth Muscle / Pericyte,12673.31578947368421052632,240793
VHFRightMammaryGland,Interlobar adipose tissue of right mammary gland,Adipocyte,880.5,1761
VHFRightMammaryGland,Interlobar adipose tissue of right mammary gland,Endothelial cell,293.66666666666666666667,881
VHFRightMammaryGland,Interlobar adipose tissue of right mammary gland,Epithelial cell,1933,5799
VHFRightMammaryGland,Interlobar adipose tissue of right mammary gland,Fibroblast,273,819
VHFRightMammaryGland,Interlobar adipose tissue of right mammary gland,Immune (myeloid),119.33333333333333333333,358
VHFRightMammaryGland,Interlobar adipose tissue of right mammary gland,Muscle,50.66666666666666666667,152
VHFSkin,skin of body,Adipocyte,43,43
VHFSkin,skin of body,CD68 / Macrophage,118.33333333333333333333,355
VHFSkin,skin of body,Endothelial cell,18,18
VHFSkin,skin of body,Epithelial cell,66,66
VHFSkin,skin of body,Epithelial cell (keratinocyte),13,13
VHFSkin,skin of body,Fibroblast,13,13
VHFSkin,skin of body,Immune (myeloid),2,2
VHFSkin,skin of body,Melanocyte,110,110
VHFSkin,skin of body,Muscle,6,6
VHFSkin,skin of body,Other,55,55
VHFSkin,skin of body,T-Killer,35.66666666666666666667,107
VHFSkin,skin of body,T-helper,1030,3090
VHFSkin,skin of body,T-reg,101.66666666666666666667,305
VHFSmallIntestine,ascending part of duodenum,B,3781,7562
VHFSmallIntestine,ascending part of duodenum,CD4+ T cell,2254.5,4509
VHFSmallIntestine,ascending part of duodenum,CD57+ Enterocyte,1.5,3
VHFSmallIntestine,ascending part of duodenum,CD66+ Enterocyte,245,490
VHFSmallIntestine,ascending part of duodenum,CD7+ Immune,69.5,139
VHFSmallIntestine,ascending part of duodenum,CD8+ T,1822,3644
VHFSmallIntestine,ascending part of duodenum,Cycling TA,1463,2926
VHFSmallIntestine,ascending part of duodenum,DC,700.5,1401
VHFSmallIntestine,ascending part of duodenum,Endothelial,2908,5816
VHFSmallIntestine,ascending part of duodenum,Enterocyte,2809.5,5619
VHFSmallIntestine,ascending part of duodenum,Goblet,1046,2092
VHFSmallIntestine,ascending part of duodenum,ICC,531,1062
VHFSmallIntestine,ascending part of duodenum,Lymphatic,1273,2546
VHFSmallIntestine,ascending part of duodenum,M1 Macrophage,105,210
VHFSmallIntestine,ascending part of duodenum,M2 Macrophage,2106.5,4213
VHFSmallIntestine,ascending part of duodenum,MUC1+ Enterocyte,62.5,125
VHFSmallIntestine,ascending part of duodenum,NK,85.5,171
VHFSmallIntestine,ascending part of duodenum,Nerve,1503.5,3007
VHFSmallIntestine,ascending part of duodenum,Neuroendocrine,127.5,255
VHFSmallIntestine,ascending part of duodenum,Neutrophil,583.5,1167
VHFSmallIntestine,ascending part of duodenum,Paneth,251,502
VHFSmallIntestine,ascending part of duodenum,Plasma,389.5,779
VHFSmallIntestine,ascending part of duodenum,Smooth muscle,6229.5,12459
VHFSmallIntestine,ascending part of duodenum,Stroma,3023,6046
VHFSmallIntestine,ascending part of duodenum,TA,1151,2302
VHFSmallIntestine,descending part of duodenum,B,108.5,217
VHFSmallIntestine,descending part of duodenum,CD4+ T cell,2481,4962
VHFSmallIntestine,descending part of duodenum,CD57+ Enterocyte,97,194
VHFSmallIntestine,descending part of duodenum,CD66+ Enterocyte,454,908
VHFSmallIntestine,descending part of duodenum,CD7+ Immune,48.5,97
VHFSmallIntestine,descending part of duodenum,CD8+ T,1908,3816
VHFSmallIntestine,descending part of duodenum,Cycling TA,5094,10188
VHFSmallIntestine,descending part of duodenum,DC,590.5,1181
VHFSmallIntestine,descending part of duodenum,Endothelial,3739,7478
VHFSmallIntestine,descending part of duodenum,Enterocyte,10343.5,20687
VHFSmallIntestine,descending part of duodenum,Goblet,2839.5,5679
VHFSmallIntestine,descending part of duodenum,ICC,509,1018
VHFSmallIntestine,descending part of duodenum,Lymphatic,1399,2798
VHFSmallIntestine,descending part of duodenum,M1 Macrophage,93,186
VHFSmallIntestine,descending part of duodenum,M2 Macrophage,2294.5,4589
VHFSmallIntestine,descending part of duodenum,MUC1+ Enterocyte,494.5,989
VHFSmallIntestine,descending part of duodenum,NK,121,242
VHFSmallIntestine,descending part of duodenum,Nerve,1362.5,2725
VHFSmallIntestine,descending part of duodenum,Neuroendocrine,314.5,629
VHFSmallIntestine,descending part of duodenum,Neutrophil,158,316
VHFSmallIntestine,descending part of duodenum,Paneth,601.5,1203
VHFSmallIntestine,descending part of duodenum,Plasma,2128,4256
VHFSmallIntestine,descending part of duodenum,Smooth muscle,3632,7264
VHFSmallIntestine,descending part of duodenum,Stroma,2949.5,5899
VHFSmallIntestine,descending part of duodenum,TA,1441,2882
VHFSmallIntestine,distal part of ileum,B,81.5,163
VHFSmallIntestine,distal part of ileum,CD4+ T cell,969.5,1939
VHFSmallIntestine,distal part of ileum,CD57+ Enterocyte,1,2
VHFSmallIntestine,distal part of ileum,CD66+ Enterocyte,87,174
VHFSmallIntestine,distal part of ileum,CD7+ Immune,38,76
VHFSmallIntestine,distal part of ileum,CD8+ T,1618.5,3237
VHFSmallIntestine,distal part of ileum,Cycling TA,1024.5,2049
VHFSmallIntestine,distal part of ileum,DC,222.5,445
VHFSmallIntestine,distal part of ileum,Endothelial,2009,4018
VHFSmallIntestine,distal part of ileum,Enterocyte,3114.5,6229
VHFSmallIntestine,distal part of ileum,Goblet,1401.5,2803
VHFSmallIntestine,distal part of ileum,ICC,396,792
VHFSmallIntestine,distal part of ileum,Lymphatic,1285,2570
VHFSmallIntestine,distal part of ileum,M1 Macrophage,30,60
VHFSmallIntestine,distal part of ileum,M2 Macrophage,1702,3404
VHFSmallIntestine,distal part of ileum,MUC1+ Enterocyte,30.5,61
VHFSmallIntestine,distal part of ileum,NK,32,64
VHFSmallIntestine,distal part of ileum,Nerve,882,1764
VHFSmallIntestine,distal part of ileum,Neuroendocrine,162.5,325
VHFSmallIntestine,distal part of ileum,Neutrophil,89,178
VHFSmallIntestine,distal part of ileum,Paneth,317.5,635
VHFSmallIntestine,distal part of ileum,Plasma,689,1378
VHFSmallIntestine,distal part of ileum,Smooth muscle,4364,8728
VHFSmallIntestine,distal part of ileum,Stroma,3288.5,6577
VHFSmallIntestine,distal part of ileum,TA,1471.5,2943
VHFSmallIntestine,horizontal part of duodenum,B,3781,7562
VHFSmallIntestine,horizontal part of duodenum,CD4+ T cell,2254.5,4509
VHFSmallIntestine,horizontal part of duodenum,CD57+ Enterocyte,1.5,3
VHFSmallIntestine,horizontal part of duodenum,CD66+ Enterocyte,245,490
VHFSmallIntestine,horizontal part of duodenum,CD7+ Immune,69.5,139
VHFSmallIntestine,horizontal part of duodenum,CD8+ T,1822,3644
VHFSmallIntestine,horizontal part of duodenum,Cycling TA,1463,2926
VHFSmallIntestine,horizontal part of duodenum,DC,700.5,1401
VHFSmallIntestine,horizontal part of duodenum,Endothelial,2908,5816
VHFSmallIntestine,horizontal part of duodenum,Enterocyte,2809.5,5619
VHFSmallIntestine,horizontal part of duodenum,Goblet,1046,2092
VHFSmallIntestine,horizontal part of duodenum,ICC,531,1062
VHFSmallIntestine,horizontal part of duodenum,Lymphatic,1273,2546
VHFSmallIntestine,horizontal part of duodenum,M1 Macrophage,105,210
VHFSmallIntestine,horizontal part of duodenum,M2 Macrophage,2106.5,4213
VHFSmallIntestine,horizontal part of duodenum,MUC1+ Enterocyte,62.5,125
VHFSmallIntestine,horizontal part of duodenum,NK,85.5,171
VHFSmallIntestine,horizontal part of duodenum,Nerve,1503.5,3007
VHFSmallIntestine,horizontal part of duodenum,Neuroendocrine,127.5,255
VHFSmallIntestine,horizontal part of duodenum,Neutrophil,583.5,1167
VHFSmallIntestine,horizontal part of duodenum,Paneth,251,502
VHFSmallIntestine,horizontal part of duodenum,Plasma,389.5,779
VHFSmallIntestine,horizontal part of duodenum,Smooth muscle,6229.5,12459
VHFSmallIntestine,horizontal part of duodenum,Stroma,3023,6046
VHFSmallIntestine,horizontal part of duodenum,TA,1151,2302
VHFSmallIntestine,ileum,B,81.5,163
VHFSmallIntestine,ileum,CD4+ T cell,969.5,1939
VHFSmallIntestine,ileum,CD57+ Enterocyte,1,2
VHFSmallIntestine,ileum,CD66+ Enterocyte,87,174
VHFSmallIntestine,ileum,CD7+ Immune,38,76
VHFSmallIntestine,ileum,CD8+ T,1618.5,3237
VHFSmallIntestine,ileum,Cycling TA,1024.5,2049
VHFSmallIntestine,ileum,DC,222.5,445
VHFSmallIntestine,ileum,Endothelial,2009,4018
VHFSmallIntestine,ileum,Enterocyte,3114.5,6229
VHFSmallIntestine,ileum,Goblet,1401.5,2803
VHFSmallIntestine,ileum,ICC,396,792
VHFSmallIntestine,ileum,Lymphatic,1285,2570
VHFSmallIntestine,ileum,M1 Macrophage,30,60
VHFSmallIntestine,ileum,M2 Macrophage,1702,3404
VHFSmallIntestine,ileum,MUC1+ Enterocyte,30.5,61
VHFSmallIntestine,ileum,NK,32,64
VHFSmallIntestine,ileum,Nerve,882,1764
VHFSmallIntestine,ileum,Neuroendocrine,162.5,325
VHFSmallIntestine,ileum,Neutrophil,89,178
VHFSmallIntestine,ileum,Paneth,317.5,635
VHFSmallIntestine,ileum,Plasma,689,1378
VHFSmallIntestine,ileum,Smooth muscle,4364,8728
VHFSmallIntestine,ileum,Stroma,3288.5,6577
VHFSmallIntestine,ileum,TA,1471.5,2943
VHFSmallIntestine,jejunum,B,16,16
VHFSmallIntestine,jejunum,CD4+ T cell,2699,2699
VHFSmallIntestine,jejunum,CD57+ Enterocyte,20,20
VHFSmallIntestine,jejunum,CD66+ Enterocyte,466,466
VHFSmallIntestine,jejunum,CD7+ Immune,39,39
VHFSmallIntestine,jejunum,CD8+ T,2663,2663
VHFSmallIntestine,jejunum,Cycling TA,6598,6598
VHFSmallIntestine,jejunum,DC,817,817
VHFSmallIntestine,jejunum,Endothelial,3394,3394
VHFSmallIntestine,jejunum,Enterocyte,6757,6757
VHFSmallIntestine,jejunum,Goblet,2399,2399
VHFSmallIntestine,jejunum,ICC,469,469
VHFSmallIntestine,jejunum,Lymphatic,1899,1899
VHFSmallIntestine,jejunum,M1 Macrophage,62,62
VHFSmallIntestine,jejunum,M2 Macrophage,1992,1992
VHFSmallIntestine,jejunum,MUC1+ Enterocyte,48,48
VHFSmallIntestine,jejunum,NK,68,68
VHFSmallIntestine,jejunum,Nerve,1745,1745
VHFSmallIntestine,jejunum,Neuroendocrine,243,243
VHFSmallIntestine,jejunum,Neutrophil,428,428
VHFSmallIntestine,jejunum,Paneth,307,307
VHFSmallIntestine,jejunum,Plasma,868,868
VHFSmallIntestine,jejunum,Smooth muscle,4060,4060
VHFSmallIntestine,jejunum,Stroma,3398,3398
VHFSmallIntestine,jejunum,TA,2571,2571
VHFSmallIntestine,superior part of duodenum,B,108.5,217
VHFSmallIntestine,superior part of duodenum,CD4+ T cell,2481,4962
VHFSmallIntestine,superior part of duodenum,CD57+ Enterocyte,97,194
VHFSmallIntestine,superior part of duodenum,CD66+ Enterocyte,454,908
VHFSmallIntestine,superior part of duodenum,CD7+ Immune,48.5,97
VHFSmallIntestine,superior part of duodenum,CD8+ T,1908,3816
VHFSmallIntestine,superior part of duodenum,Cycling TA,5094,10188
VHFSmallIntestine,superior part of duodenum,DC,590.5,1181
VHFSmallIntestine,superior part of duodenum,Endothelial,3739,7478
VHFSmallIntestine,superior part of duodenum,Enterocyte,10343.5,20687
VHFSmallIntestine,superior part of duodenum,Goblet,2839.5,5679
VHFSmallIntestine,superior part of duodenum,ICC,509,1018
VHFSmallIntestine,superior part of duodenum,Lymphatic,1399,2798
VHFSmallIntestine,superior part of duodenum,M1 Macrophage,93,186
VHFSmallIntestine,superior part of duodenum,M2 Macrophage,2294.5,4589
VHFSmallIntestine,superior part of duodenum,MUC1+ Enterocyte,494.5,989
VHFSmallIntestine,superior part of duodenum,NK,121,242
VHFSmallIntestine,superior part of duodenum,Nerve,1362.5,2725
VHFSmallIntestine,superior part of duodenum,Neuroendocrine,314.5,629
VHFSmallIntestine,superior part of duodenum,Neutrophil,158,316
VHFSmallIntestine,superior part of duodenum,Paneth,601.5,1203
VHFSmallIntestine,superior part of duodenum,Plasma,2128,4256
VHFSmallIntestine,superior part of duodenum,Smooth muscle,3632,7264
VHFSmallIntestine,superior part of duodenum,Stroma,2949.5,5899
VHFSmallIntestine,superior part of duodenum,TA,1441,2882
VHMAllenBrain,middle temporal gyrus,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron,10824.1,216482
VHMAllenBrain,middle temporal gyrus,L5 extratelencephalic projecting glutamatergic cortical neuron,37.95,759
VHMAllenBrain,middle temporal gyrus,L6b glutamatergic cortical neuron,247.5,4950
VHMAllenBrain,middle temporal gyrus,astrocyte of the cerebral cortex,844.65,16893
VHMAllenBrain,middle temporal gyrus,caudal ganglionic eminence derived GABAergic cortical interneuron,121.5,2430
VHMAllenBrain,middle temporal gyrus,cerebral cortex endothelial cell,18.15,363
VHMAllenBrain,middle temporal gyrus,chandelier pvalb GABAergic cortical interneuron,137.25,2745
VHMAllenBrain,middle temporal gyrus,corticothalamic-projecting glutamatergic cortical neuron,286,5720
VHMAllenBrain,middle temporal gyrus,lamp5 GABAergic cortical interneuron,853.65,17073
VHMAllenBrain,middle temporal gyrus,microglial cell,445.2,8904
VHMAllenBrain,middle temporal gyrus,near-projecting glutamatergic cortical neuron,297.15,5943
VHMAllenBrain,middle temporal gyrus,oligodendrocyte,1788.55,35771
VHMAllenBrain,middle temporal gyrus,oligodendrocyte precursor cell,452.55,9051
VHMAllenBrain,middle temporal gyrus,pvalb GABAergic cortical interneuron,1350.15,27003
VHMAllenBrain,middle temporal gyrus,sncg GABAergic cortical interneuron,326.05,6521
VHMAllenBrain,middle temporal gyrus,sst GABAergic cortical interneuron,1154.4,23088
VHMAllenBrain,middle temporal gyrus,vascular leptomeningeal cell,36.05,721
VHMAllenBrain,middle temporal gyrus,vip GABAergic cortical interneuron,1522.85,30457
VHMColon,ascending colon,B,381.83333333333333333333,2291
VHMColon,ascending colon,CD4+ T cell,1443,8658
VHMColon,ascending colon,CD57+ Enterocyte,10.83333333333333333333,65
VHMColon,ascending colon,CD66+ Enterocyte,1431,8586
VHMColon,ascending colon,CD7+ Immune,43.83333333333333333333,263
VHMColon,ascending colon,CD8+ T,1522,9132
VHMColon,ascending colon,Cycling TA,1175.5,7053
VHMColon,ascending colon,DC,593.66666666666666666667,3562
VHMColon,ascending colon,Endothelial,2369.33333333333333333333,14216
VHMColon,ascending colon,Enterocyte,5087.33333333333333333333,30524
VHMColon,ascending colon,Goblet,1917.66666666666666666667,11506
VHMColon,ascending colon,ICC,475.5,2853
VHMColon,ascending colon,Lymphatic,932.33333333333333333333,5594
VHMColon,ascending colon,M1 Macrophage,341.5,2049
VHMColon,ascending colon,M2 Macrophage,1430.66666666666666666667,8584
VHMColon,ascending colon,MUC1+ Enterocyte,371,2226
VHMColon,ascending colon,NK,61.5,369
VHMColon,ascending colon,Nerve,1140.83333333333333333333,6845
VHMColon,ascending colon,Neuroendocrine,151.33333333333333333333,908
VHMColon,ascending colon,Neutrophil,270,1620
VHMColon,ascending colon,Paneth,2.83333333333333333333,17
VHMColon,ascending colon,Plasma,1905.83333333333333333333,11435
VHMColon,ascending colon,Smooth muscle,6996.5,41979
VHMColon,ascending colon,Stroma,3165,18990
VHMColon,ascending colon,TA,700.66666666666666666667,4204
VHMColon,descending colon,B,296.14285714285714285714,2073
VHMColon,descending colon,CD4+ T cell,1723.42857142857142857143,12064
VHMColon,descending colon,CD57+ Enterocyte,5.71428571428571428571,40
VHMColon,descending colon,CD66+ Enterocyte,1106.14285714285714285714,7743
VHMColon,descending colon,CD7+ Immune,82,574
VHMColon,descending colon,CD8+ T,1575.42857142857142857143,11028
VHMColon,descending colon,Cycling TA,1965.71428571428571428571,13760
VHMColon,descending colon,DC,587.28571428571428571429,4111
VHMColon,descending colon,Endothelial,2511.14285714285714285714,17578
VHMColon,descending colon,Enterocyte,6383.57142857142857142857,44685
VHMColon,descending colon,Goblet,3785.85714285714285714286,26501
VHMColon,descending colon,ICC,504.57142857142857142857,3532
VHMColon,descending colon,Lymphatic,983.42857142857142857143,6884
VHMColon,descending colon,M1 Macrophage,409.71428571428571428571,2868
VHMColon,descending colon,M2 Macrophage,1685.57142857142857142857,11799
VHMColon,descending colon,MUC1+ Enterocyte,270.42857142857142857143,1893
VHMColon,descending colon,NK,96.28571428571428571429,674
VHMColon,descending colon,Nerve,1804.71428571428571428571,12633
VHMColon,descending colon,Neuroendocrine,189.85714285714285714286,1329
VHMColon,descending colon,Neutrophil,78.42857142857142857143,549
VHMColon,descending colon,Paneth,1.14285714285714285714,8
VHMColon,descending colon,Plasma,2430.42857142857142857143,17013
VHMColon,descending colon,Smooth muscle,8816.14285714285714285714,61713
VHMColon,descending colon,Stroma,3879.28571428571428571429,27155
VHMColon,descending colon,TA,1064.42857142857142857143,7451
VHMColon,rectum,B,583.66666666666666666667,3502
VHMColon,rectum,CD4+ T cell,1288,7728
VHMColon,rectum,CD57+ Enterocyte,9.83333333333333333333,59
VHMColon,rectum,CD66+ Enterocyte,1012.83333333333333333333,6077
VHMColon,rectum,CD7+ Immune,62.16666666666666666667,373
VHMColon,rectum,CD8+ T,950.66666666666666666667,5704
VHMColon,rectum,Cycling TA,823.83333333333333333333,4943
VHMColon,rectum,DC,582.5,3495
VHMColon,rectum,Endothelial,1957.33333333333333333333,11744
VHMColon,rectum,Enterocyte,3749.5,22497
VHMColon,rectum,Goblet,2607.83333333333333333333,15647
VHMColon,rectum,ICC,390,2340
VHMColon,rectum,Lymphatic,857.16666666666666666667,5143
VHMColon,rectum,M1 Macrophage,202.5,1215
VHMColon,rectum,M2 Macrophage,1652,9912
VHMColon,rectum,MUC1+ Enterocyte,226.83333333333333333333,1361
VHMColon,rectum,NK,58.16666666666666666667,349
VHMColon,rectum,Nerve,958.33333333333333333333,5750
VHMColon,rectum,Neuroendocrine,162.33333333333333333333,974
VHMColon,rectum,Neutrophil,134.5,807
